engine_size,horsepower,mileage,age,brand_score,price,expensive
3.08,282.0,12.2,14,6.39,67658.46,1
2.93,246.0,27.2,18,8.73,61195.9,1
1.64,144.0,38.3,10,3.11,31878.54,0
2.91,265.0,47.5,4,5.99,61535.66,1
2.89,281.0,33.4,0,3.89,48581.94,0
4.1,379.0,17.0,4,5.8,98437.04,1
2.94,229.0,17.7,14,6.99,51526.48,0
3.09,221.0,46.6,5,3.21,37533.29,0
2.36,143.0,10.2,14,9.25,47280.78,0
1.66,125.0,28.9,6,7.29,34378.73,0
2.5,171.0,48.3,9,7.71,33023.94,0
1.21,104.0,43.2,16,2.38,19434.8,0
2.02,153.0,37.5,2,5.14,40416.76,0
2.62,241.0,20.7,12,1.41,45743.27,0
1.73,173.0,41.9,6,1.61,27987.77,0
4.32,396.0,43.7,12,4.51,89569.95,1
2.4,218.0,37.6,6,8.32,51397.65,0
4.08,320.0,24.5,1,4.67,85686.22,1
4.22,319.0,16.6,1,5.2,82981.05,1
3.24,207.0,38.3,12,9.09,52216.88,0
3.25,274.0,43.3,3,7.9,56810.5,0
3.91,284.0,41.8,2,6.66,69776.6,1
2.31,184.0,19.6,9,2.99,42141.43,0
1.11,90.0,42.4,7,3.34,9695.97,0
4.23,345.0,30.3,2,2.5,88865.92,1
4.04,305.0,34.4,3,2.53,71787.94,1
3.38,255.0,38.4,2,7.99,60669.08,1
5.38,344.0,12.4,16,1.99,74554.97,1
3.54,265.0,13.2,4,8.04,62742.86,1
2.52,231.0,43.4,1,9.15,50246.51,0
4.57,334.0,17.1,16,6.29,76912.85,1
5.81,453.0,19.0,5,6.02,111657.88,1
4.68,366.0,20.4,16,6.32,76736.23,1
5.54,502.0,29.4,6,1.37,109159.46,1
1.56,117.0,36.3,6,9.28,29319.31,0
1.6,107.0,41.7,3,8.01,25805.24,0
1.77,109.0,41.8,7,3.07,20570.52,0
4.51,408.0,42.7,5,1.01,81181.2,1
2.95,230.0,46.9,11,7.03,47487.75,0
3.39,264.0,49.8,6,2.37,41677.69,0
2.31,168.0,27.7,1,7.86,39956.46,0
4.68,291.0,31.5,0,9.12,78995.63,1
5.23,469.0,31.8,19,4.22,89907.56,1
1.8,164.0,41.4,12,9.15,38361.01,0
1.96,191.0,14.8,2,1.61,44681.26,0
2.7,208.0,14.0,13,4.01,44629.81,0
2.4,159.0,26.6,9,9.71,38960.98,0
3.66,279.0,33.8,16,3.85,46392.3,0
4.76,359.0,12.4,6,4.35,83009.95,1
4.97,406.0,29.7,2,7.25,101470.26,1
2.04,137.0,13.4,16,2.44,36395.37,0
1.88,140.0,19.2,18,3.51,16278.49,0
2.82,274.0,22.2,17,6.11,51674.28,0
1.74,163.0,31.3,5,6.12,38290.96,0
1.46,95.0,16.2,7,7.25,27154.24,0
2.21,137.0,24.7,2,2.67,27868.86,0
2.97,247.0,13.4,6,5.97,60939.7,1
3.94,372.0,24.8,10,9.45,87707.18,1
4.62,379.0,13.0,12,1.88,82902.64,1
2.11,154.0,23.7,17,6.94,30551.69,0
5.09,506.0,43.2,2,8.42,119716.13,1
1.17,70.0,34.1,10,6.99,11829.94,0
3.22,204.0,20.9,18,6.12,39838.14,0
4.17,258.0,32.6,19,4.72,46687.08,0
2.46,157.0,21.5,0,8.6,41986.66,0
4.42,358.0,29.7,18,4.38,67566.9,1
5.34,382.0,34.6,10,6.73,88615.15,1
1.45,143.0,29.9,2,7.01,27563.92,0
3.56,325.0,24.0,1,7.13,78656.96,1
1.09,74.0,19.1,12,9.19,17044.25,0
2.4,178.0,45.8,11,5.82,33041.97,0
1.68,159.0,26.9,1,3.64,38181.7,0
4.12,275.0,24.3,13,4.88,60332.05,1
2.24,197.0,32.2,0,9.65,46155.99,0
2.41,199.0,41.0,14,8.5,39533.58,0
2.03,167.0,28.3,19,5.61,23111.47,0
2.22,189.0,32.9,0,9.28,41434.49,0
2.13,159.0,17.7,12,3.9,28713.48,0
4.49,382.0,49.9,15,9.12,90895.57,1
5.78,521.0,27.7,17,6.2,108090.26,1
3.45,279.0,21.1,7,8.28,66204.97,1
4.0,311.0,22.7,11,3.26,62852.66,1
5.09,322.0,37.5,9,7.54,63651.67,1
3.38,205.0,33.7,15,6.07,34650.25,0
2.51,181.0,44.1,19,2.26,34934.97,0
5.75,352.0,25.7,0,3.33,79948.79,1
5.53,544.0,12.1,5,3.29,114845.57,1
2.1,127.0,39.0,9,9.96,29206.68,0
4.52,443.0,44.4,14,1.24,92857.57,1
4.24,368.0,27.3,17,1.28,76593.28,1
4.25,273.0,46.9,5,9.11,64216.09,1
5.15,361.0,13.2,4,2.3,79463.82,1
4.37,433.0,40.2,6,6.57,101838.25,1
3.59,216.0,25.5,14,8.8,51729.22,0
5.23,319.0,25.1,8,3.27,68068.28,1
2.32,221.0,32.8,18,4.36,38703.66,0
4.4,351.0,21.9,2,6.0,77146.05,1
4.51,283.0,48.5,2,3.31,66294.69,1
5.35,495.0,43.8,17,9.12,113347.78,1
5.99,458.0,38.8,15,1.56,98380.64,1
3.79,294.0,24.6,4,2.66,67113.1,1
3.42,322.0,31.8,4,3.04,67482.28,1
4.0,244.0,13.8,7,4.56,60072.31,0
4.29,409.0,37.1,10,5.65,84109.48,1
4.56,415.0,30.3,8,7.96,112860.48,1
2.41,164.0,13.2,10,7.13,38111.94,0
3.44,261.0,25.7,7,6.98,55520.6,0
2.85,237.0,28.4,17,8.25,48758.58,0
1.19,82.0,32.5,4,9.89,24599.54,0
4.05,286.0,15.0,19,8.41,60238.62,1
5.37,433.0,27.4,12,2.4,95101.47,1
5.61,470.0,39.3,10,9.29,110963.59,1
3.59,268.0,12.1,4,6.99,62739.77,1
4.83,475.0,39.1,12,6.57,100771.67,1
4.56,303.0,47.6,6,3.68,59654.3,0
2.14,157.0,34.3,12,4.39,27738.26,0
1.31,119.0,20.8,17,1.42,10802.3,0
4.74,402.0,42.5,13,1.54,83574.51,1
2.41,155.0,44.3,6,8.42,45308.64,0
3.75,267.0,14.2,4,5.01,59332.26,0
3.62,289.0,13.5,6,4.08,65485.05,1
5.09,397.0,42.2,1,6.03,93018.04,1
4.22,319.0,26.9,9,2.84,77287.87,1
5.24,316.0,29.8,4,1.99,73740.55,1
4.76,333.0,14.5,8,6.44,89794.15,1
6.0,407.0,44.7,17,2.89,87289.23,1
5.32,327.0,46.3,18,7.95,71202.61,1
2.06,156.0,49.3,5,9.31,28979.18,0
5.81,366.0,21.1,6,2.4,84005.72,1
2.7,172.0,33.2,4,4.2,37601.03,0
4.04,394.0,10.3,17,4.33,89257.82,1
5.71,484.0,46.1,17,6.93,112539.86,1
2.07,166.0,16.8,6,4.37,33617.81,0
5.29,369.0,39.0,16,1.13,70688.98,1
5.77,406.0,40.3,17,9.27,95422.44,1
5.27,385.0,41.5,17,8.88,88951.47,1
5.1,321.0,30.9,9,1.66,60147.36,0
2.32,203.0,20.6,10,1.92,44963.46,0
3.04,217.0,29.9,1,4.81,43867.74,0
4.8,466.0,15.8,2,7.65,103394.12,1
1.59,117.0,48.8,19,8.0,8156.79,0
5.44,505.0,47.9,2,9.01,123599.15,1
2.05,141.0,20.6,13,2.07,20637.54,0
3.82,379.0,44.3,2,1.44,83354.84,1
1.53,114.0,28.8,7,1.11,19223.41,0
1.93,189.0,29.0,18,1.41,32850.79,0
3.93,365.0,48.4,9,4.63,76446.09,1
4.17,284.0,44.1,12,9.1,55815.47,0
2.35,227.0,12.2,4,9.47,50462.76,0
1.6,102.0,31.5,15,5.63,19610.99,0
3.75,254.0,18.0,15,2.74,49197.16,0
5.2,427.0,30.2,13,6.12,92563.13,1
2.01,191.0,13.6,16,7.21,48329.17,0
4.46,339.0,43.7,0,4.62,74109.04,1
2.93,195.0,16.2,19,5.79,43693.32,0
5.72,350.0,38.2,7,9.76,87643.35,1
1.41,127.0,27.9,14,5.68,33823.66,0
1.2,104.0,48.8,0,2.37,17417.83,0
1.62,131.0,28.0,12,7.89,29220.64,0
4.91,328.0,39.1,15,7.3,74392.28,1
5.61,381.0,33.1,14,4.24,89492.35,1
5.11,434.0,22.5,3,9.62,104999.47,1
4.59,459.0,30.1,18,3.32,86420.53,1
1.29,84.0,46.1,9,2.69,11730.96,0
2.07,202.0,14.6,12,3.81,45713.3,0
5.68,554.0,16.1,14,8.14,128326.8,1
4.11,391.0,14.2,5,9.1,94928.88,1
3.34,272.0,38.3,7,5.3,61627.91,1
4.26,334.0,20.8,17,2.81,71869.84,1
1.89,119.0,41.3,8,4.26,7690.19,0
5.46,343.0,49.1,10,8.59,75921.12,1
4.28,290.0,38.6,3,9.69,71098.69,1
3.36,267.0,32.1,17,6.79,52355.57,0
3.29,258.0,46.5,18,3.89,57118.41,0
5.11,375.0,38.5,0,7.84,80474.51,1
2.54,227.0,21.2,10,2.09,36665.51,0
1.69,106.0,36.7,6,4.61,17808.76,0
1.93,181.0,34.8,17,9.48,34614.37,0
1.41,86.0,34.1,15,2.98,7872.82,0
3.54,343.0,34.2,13,4.06,63393.07,1
4.39,394.0,25.8,10,8.85,83082.6,1
5.67,483.0,10.1,14,7.37,113583.48,1
4.75,315.0,44.2,19,9.34,68098.64,1
3.92,284.0,49.6,8,2.95,69459.19,1
5.32,423.0,40.0,12,5.33,96954.87,1
5.46,495.0,19.9,0,1.36,113696.02,1
4.56,311.0,46.3,16,9.17,68541.72,1
1.28,120.0,29.8,9,7.13,22849.54,0
2.46,226.0,22.7,3,9.2,56851.42,0
2.68,227.0,20.7,14,4.54,50446.97,0
5.99,522.0,20.6,13,9.92,128379.86,1
3.32,228.0,43.2,17,1.03,31335.1,0
4.81,342.0,36.9,4,8.46,75101.99,1
5.07,446.0,32.8,4,2.8,112091.32,1
4.27,266.0,18.6,17,1.44,51511.57,0
1.09,86.0,46.7,15,7.55,7636.78,0
1.1,87.0,21.8,2,7.01,15660.02,0
5.09,372.0,18.1,17,9.95,84409.52,1
4.7,363.0,36.2,5,4.66,83662.98,1
3.68,359.0,47.5,2,5.85,77543.53,1
2.24,214.0,46.6,17,7.46,37093.76,0
1.43,99.0,24.6,13,1.22,14008.66,0
1.82,179.0,25.0,12,6.25,40509.05,0
3.9,320.0,48.3,12,5.63,68856.02,1
3.73,237.0,13.1,4,8.28,63031.31,1
5.71,449.0,43.7,7,9.45,105907.86,1
5.79,440.0,25.2,7,2.61,95147.9,1
3.88,381.0,17.8,11,7.74,83664.38,1
5.21,458.0,45.8,5,4.02,99080.38,1
5.06,462.0,37.3,4,3.03,104594.83,1
4.76,414.0,15.3,9,7.01,100360.1,1
3.19,242.0,21.7,12,5.34,56456.54,0
2.95,194.0,22.2,14,2.61,39818.01,0
2.32,183.0,13.7,3,2.58,35205.74,0
5.69,424.0,18.9,1,6.98,99999.65,1
5.17,324.0,45.6,6,5.2,73496.37,1
1.89,142.0,34.0,16,7.77,25196.4,0
2.26,185.0,41.3,5,2.28,24573.87,0
3.91,324.0,49.9,4,9.54,80161.35,1
3.07,306.0,37.8,4,1.09,69684.75,1
2.07,156.0,28.5,11,9.6,35184.75,0
4.96,359.0,37.8,9,2.1,75532.21,1
1.01,85.0,47.8,11,5.52,5000.0,0
2.72,237.0,38.8,19,6.38,37652.17,0
5.65,351.0,16.7,18,4.7,87729.65,1
4.8,296.0,15.7,16,5.16,70243.01,1
3.01,212.0,25.8,5,3.54,48052.61,0
5.64,387.0,15.2,9,6.33,90880.95,1
5.5,527.0,14.4,12,7.48,113380.88,1
1.26,121.0,16.8,9,2.15,19200.06,0
1.64,138.0,39.8,5,9.12,37101.79,0
2.94,281.0,12.0,0,7.88,71250.23,1
5.65,358.0,21.7,3,1.37,84338.56,1
5.22,383.0,29.1,12,1.82,80059.02,1
1.24,88.0,40.8,3,3.62,23793.88,0
3.56,227.0,40.0,9,7.78,50798.02,0
4.6,383.0,14.0,11,6.49,84514.51,1
2.38,198.0,35.0,0,4.97,44879.71,0
4.61,363.0,20.1,2,4.57,78587.26,1
2.85,274.0,13.9,5,6.96,63164.27,1
2.37,193.0,40.7,11,3.47,29657.29,0
2.96,243.0,26.9,7,5.16,46718.4,0
5.75,346.0,25.4,13,9.47,76559.45,1
5.53,431.0,37.7,1,8.74,104165.06,1
5.57,374.0,18.3,4,6.32,93757.9,1
5.59,451.0,48.9,18,8.91,98256.94,1
1.89,160.0,31.2,0,7.88,42105.03,0
5.48,480.0,26.8,15,9.17,99062.99,1
2.06,180.0,38.0,12,5.4,36589.52,0
5.19,370.0,35.8,1,1.27,74665.79,1
3.71,300.0,22.7,8,8.49,71359.83,1
2.2,182.0,48.5,17,5.79,29556.53,0
2.99,281.0,10.6,14,1.39,56294.32,0
3.17,230.0,40.4,1,1.05,50790.42,0
4.67,309.0,30.8,13,2.95,81897.25,1
4.03,349.0,33.3,0,4.03,84128.29,1
5.08,460.0,11.4,19,5.62,102709.22,1
2.98,293.0,31.2,17,5.95,57477.86,0
4.72,371.0,34.9,13,8.52,86034.8,1
4.96,444.0,48.3,18,3.3,81200.89,1
1.32,106.0,44.9,10,4.73,12797.59,0
2.88,188.0,30.3,1,1.42,40389.87,0
5.43,525.0,40.6,4,8.11,119677.07,1
4.52,384.0,45.2,4,8.36,86777.85,1
3.09,189.0,14.0,2,2.06,47709.36,0
1.91,149.0,13.2,3,6.1,44432.69,0
1.48,102.0,45.6,15,6.19,17779.28,0
2.15,205.0,33.4,19,3.01,34017.41,0
2.22,175.0,45.5,5,3.09,37117.24,0
2.85,224.0,38.5,15,1.57,45696.88,0
1.88,137.0,13.4,11,7.71,32879.59,0
1.73,107.0,26.7,1,8.19,30707.4,0
5.22,372.0,21.9,1,3.2,90706.44,1
2.25,185.0,26.2,0,9.11,41732.93,0
3.81,278.0,17.1,12,8.84,63642.31,1
2.0,124.0,44.4,11,8.28,26247.86,0
3.46,316.0,33.3,4,3.58,64412.87,1
2.38,196.0,30.5,1,7.09,48417.62,0
1.43,97.0,37.4,11,6.71,13477.39,0
5.91,485.0,44.1,9,2.34,98733.93,1
3.29,289.0,14.2,18,8.16,56524.36,0
2.97,256.0,19.9,14,6.95,55287.44,0
2.0,171.0,17.4,16,2.25,24952.46,0
3.48,231.0,10.0,18,8.12,50338.85,0
4.18,256.0,44.3,12,6.7,46388.92,0
2.52,166.0,33.1,19,1.99,26921.75,0
3.4,277.0,29.0,8,2.72,60578.0,1
2.19,181.0,44.0,10,4.68,35221.51,0
3.64,316.0,37.6,0,9.61,70144.72,1
4.94,386.0,27.9,4,6.79,91680.09,1
1.3,127.0,17.4,12,8.14,27561.3,0
3.59,276.0,29.9,3,5.5,65632.65,1
3.0,241.0,19.8,6,6.46,57190.4,0
1.37,113.0,35.2,12,2.77,12623.61,0
5.7,491.0,43.7,16,3.7,113185.84,1
2.3,140.0,36.3,9,5.78,32041.75,0
3.82,311.0,34.5,6,3.5,68417.56,1
2.86,263.0,41.6,14,7.9,56288.3,0
2.36,169.0,13.0,13,5.29,36268.76,0
3.64,269.0,20.4,0,6.96,65842.06,1
4.45,356.0,28.8,18,1.74,71760.4,1
4.93,365.0,43.3,19,3.43,74528.59,1
4.17,279.0,29.0,16,3.3,57479.32,0
3.63,309.0,48.5,2,3.17,70268.38,1
4.89,480.0,11.3,13,4.71,109543.37,1
3.59,273.0,41.7,6,7.29,58625.18,0
5.87,466.0,16.7,18,6.87,105801.64,1
3.63,229.0,31.5,18,3.61,42528.15,0
2.59,194.0,32.8,16,5.74,30049.48,0
3.23,259.0,40.7,2,1.52,57832.83,0
3.45,238.0,18.6,17,4.43,50103.7,0
2.42,240.0,31.4,15,7.32,53308.3,0
1.79,109.0,40.1,8,3.29,15954.5,0
3.16,299.0,36.5,19,6.65,52027.44,0
5.49,460.0,34.2,18,6.73,97672.3,1
2.28,171.0,45.1,17,4.2,26103.62,0
2.81,206.0,40.3,15,4.7,30088.3,0
4.79,296.0,14.6,1,5.76,66180.61,1
1.41,96.0,23.0,7,1.8,11167.73,0
5.13,406.0,11.8,4,4.47,102730.79,1
4.6,432.0,43.2,6,6.4,100916.78,1
3.75,345.0,37.7,8,9.02,89668.01,1
2.05,169.0,19.6,3,7.93,44453.45,0
1.46,104.0,22.4,11,9.16,26567.06,0
2.16,163.0,30.7,11,4.54,32052.09,0
4.81,292.0,24.1,19,6.11,54697.96,0
5.67,515.0,37.9,14,5.95,118667.58,1
4.69,445.0,23.1,1,6.68,107541.86,1
3.64,243.0,46.4,19,9.54,40971.57,0
5.75,535.0,48.8,12,3.86,114878.96,1
5.14,450.0,25.3,14,9.89,106248.44,1
4.28,418.0,38.5,2,9.61,106320.47,1
1.19,83.0,44.8,2,3.89,14802.03,0
2.44,219.0,48.5,5,5.23,51512.48,0
2.54,212.0,20.2,9,7.19,44542.32,0
2.74,271.0,10.5,18,2.98,56562.15,0
2.95,259.0,48.8,10,7.33,46269.93,0
5.7,451.0,30.4,5,5.15,99210.03,1
4.71,413.0,26.0,4,5.7,104245.58,1
4.46,445.0,34.3,11,9.37,97809.3,1
3.13,287.0,35.7,0,8.7,70800.0,1
2.69,263.0,42.6,2,9.96,61809.53,1
1.6,158.0,20.9,7,1.08,33883.13,0
3.27,302.0,44.2,1,4.36,69919.39,1
2.03,139.0,30.4,6,2.9,28884.33,0
2.96,273.0,33.8,1,6.75,65587.33,1
1.78,113.0,25.4,13,5.07,18231.52,0
2.72,205.0,16.8,4,5.77,43045.06,0
1.21,120.0,15.7,4,5.8,28718.36,0
1.03,83.0,38.3,11,5.52,12515.4,0
5.35,435.0,25.4,17,4.84,96373.43,1
4.21,375.0,38.0,10,1.15,81550.27,1
3.94,283.0,33.9,3,6.07,70020.51,1
3.57,221.0,27.2,2,9.85,60445.07,1
4.63,317.0,43.7,15,3.45,57809.42,0
4.68,428.0,12.6,2,7.01,100129.95,1
5.68,424.0,15.5,1,5.32,102173.26,1
2.22,144.0,17.1,9,4.33,35006.84,0
4.93,421.0,30.1,3,6.26,90997.89,1
5.96,482.0,15.3,6,5.56,114503.11,1
1.15,90.0,43.5,13,1.79,5000.0,0
2.87,199.0,13.5,0,8.61,61994.58,1
3.18,286.0,39.2,14,9.1,60777.98,1
5.11,421.0,47.6,6,6.68,96230.68,1
1.07,106.0,45.2,14,6.07,16403.44,0
3.99,377.0,10.9,1,5.7,84808.94,1
5.46,380.0,33.5,19,2.39,80810.37,1
1.74,141.0,21.3,18,7.29,20243.89,0
1.58,128.0,13.5,16,3.87,15756.76,0
6.0,395.0,21.9,16,8.45,90498.43,1
5.13,474.0,26.7,19,2.7,105878.3,1
4.49,330.0,22.4,6,9.59,81257.45,1
2.99,196.0,42.4,3,6.4,45239.42,0
5.27,367.0,33.9,10,5.3,83817.28,1
5.61,555.0,23.7,15,1.72,115219.92,1
4.66,385.0,37.5,16,6.88,77484.0,1
2.99,182.0,49.2,7,4.43,26530.39,0
3.92,318.0,14.3,0,3.7,84286.7,1
1.49,148.0,12.5,10,8.03,37071.3,0
1.79,114.0,25.8,11,1.58,23059.84,0
4.92,370.0,45.7,12,8.0,87025.94,1
1.15,87.0,44.6,15,8.79,5000.0,0
1.25,83.0,22.3,5,9.64,17567.5,0
3.54,273.0,25.2,10,2.33,57132.14,0
1.85,119.0,38.5,4,3.92,32034.01,0
2.47,217.0,13.0,3,1.05,47962.96,0
2.99,290.0,26.8,18,6.37,66838.23,1
3.61,276.0,36.9,13,5.7,55431.86,0
2.42,240.0,35.8,17,5.45,48653.89,0
3.42,281.0,24.5,10,7.38,61401.32,1
2.85,175.0,25.6,4,8.43,43718.62,0
1.41,94.0,36.9,6,1.24,8589.09,0
5.34,342.0,41.2,7,8.35,83375.93,1
2.41,213.0,18.4,14,7.02,54307.69,0
4.05,361.0,18.0,7,6.48,82360.01,1
3.85,292.0,31.9,2,5.47,65355.14,1
2.0,186.0,34.0,3,5.6,39360.12,0
1.15,109.0,23.2,8,2.93,21258.32,0
5.28,372.0,23.5,2,1.44,93077.52,1
3.49,328.0,25.4,5,4.93,81500.91,1
3.07,283.0,46.1,3,2.73,54635.97,0
4.81,367.0,19.4,7,1.93,82635.14,1
1.17,88.0,31.0,0,4.04,19776.69,0
4.83,479.0,29.2,18,5.9,98189.44,1
3.04,233.0,44.3,2,7.34,48394.82,0
3.76,270.0,29.9,17,2.85,52149.02,0
4.76,401.0,10.7,15,9.41,94664.91,1
3.73,354.0,10.6,14,7.22,71759.31,1
1.31,111.0,15.5,18,9.93,14919.54,0
4.64,443.0,14.8,4,3.15,95396.18,1
4.93,454.0,23.7,14,1.8,104099.6,1
3.31,316.0,29.3,3,3.58,74907.07,1
3.2,292.0,24.6,7,2.63,58473.64,0
2.26,190.0,26.4,1,6.12,56193.83,0
4.22,263.0,37.0,8,9.73,67383.01,1
5.41,403.0,13.2,15,8.06,95867.25,1
4.28,265.0,48.8,3,5.61,62456.94,1
4.86,471.0,30.3,18,8.59,101103.15,1
5.19,508.0,36.8,14,1.47,106672.78,1
2.13,141.0,21.8,3,6.24,34098.54,0
3.01,256.0,24.8,0,7.21,64889.77,1
3.18,296.0,12.6,6,3.05,67225.63,1
3.79,239.0,20.6,9,3.94,43935.61,0
1.25,123.0,15.8,13,5.25,20086.42,0
3.94,333.0,17.4,9,6.98,77058.0,1
1.44,107.0,44.6,4,3.01,17809.65,0
5.03,415.0,21.8,17,1.12,80742.75,1
5.82,481.0,45.8,3,7.02,104880.08,1
2.45,158.0,36.3,4,8.47,44354.19,0
3.53,292.0,25.6,15,1.85,52840.56,0
5.12,445.0,25.6,15,1.23,89121.32,1
2.57,178.0,49.4,8,2.71,38382.5,0
1.79,109.0,29.6,0,2.31,24841.71,0
4.7,378.0,49.6,8,6.22,84103.48,1
4.49,284.0,27.0,17,2.86,56120.75,0
3.85,271.0,17.6,17,4.8,65158.64,1
5.72,455.0,19.9,15,8.95,105872.36,1
5.78,358.0,20.5,13,5.15,82326.22,1
5.31,513.0,10.1,8,4.28,119645.15,1
2.47,184.0,29.8,13,4.46,29620.2,0
2.13,167.0,15.2,11,2.93,31041.29,0
5.18,427.0,44.9,18,8.89,91730.79,1
4.26,343.0,37.3,4,7.57,77587.43,1
2.98,204.0,23.0,2,9.19,47663.37,0
3.05,201.0,31.9,0,1.63,40223.46,0
5.27,354.0,12.2,6,8.79,78624.5,1
1.82,136.0,20.7,7,1.38,29703.48,0
5.72,506.0,44.2,11,5.53,105343.98,1
4.17,361.0,37.2,3,9.5,83337.4,1
4.96,418.0,48.6,2,9.38,84595.64,1
2.85,190.0,47.1,18,4.42,34622.39,0
3.93,251.0,30.4,0,2.09,64871.87,1
4.75,319.0,46.5,8,6.38,69152.44,1
3.18,292.0,21.2,6,3.64,59378.67,0
3.44,315.0,34.2,19,2.86,62294.83,1
3.91,341.0,20.3,14,3.63,67802.3,1
1.32,127.0,20.8,8,6.35,30247.04,0
5.32,329.0,26.6,10,4.08,77833.09,1
5.33,458.0,15.4,9,5.4,106325.02,1
2.41,224.0,41.9,12,7.81,40055.94,0
5.4,436.0,47.4,13,4.78,87717.61,1
4.73,362.0,27.2,3,6.0,80289.96,1
3.42,298.0,31.2,16,1.82,68577.61,1
2.74,242.0,30.8,15,4.18,44963.81,0
3.0,261.0,29.4,0,2.08,56431.11,0
3.67,361.0,32.2,5,9.06,82175.66,1
3.06,302.0,33.8,6,5.63,72193.09,1
3.1,264.0,41.1,14,2.57,52665.24,0
2.02,199.0,41.7,5,8.28,35511.8,0
4.54,441.0,31.6,2,5.96,108514.79,1
4.05,280.0,35.9,2,2.77,65727.63,1
5.96,532.0,18.1,1,7.33,130051.54,1
1.71,125.0,43.4,12,5.82,32505.12,0
1.57,144.0,23.6,14,7.17,26509.6,0
3.58,258.0,32.5,18,6.25,42840.89,0
1.76,122.0,47.8,10,7.32,22456.51,0
4.05,400.0,34.3,11,9.1,93148.87,1
1.98,140.0,25.6,18,8.51,27176.8,0
3.41,300.0,34.3,12,6.16,67638.49,1
4.06,253.0,28.8,0,7.02,72240.04,1
3.29,263.0,42.9,8,4.73,56612.9,0
2.6,210.0,29.2,13,8.05,43867.3,0
4.91,442.0,32.2,9,4.7,96177.02,1
5.27,460.0,44.4,19,1.83,93835.37,1
2.39,204.0,38.2,16,5.82,26940.04,0
5.07,362.0,33.6,15,6.23,87174.2,1
2.96,229.0,35.6,4,9.49,60321.87,1
3.44,288.0,26.4,2,6.85,68972.83,1
2.16,164.0,33.8,4,2.37,35597.89,0
4.13,393.0,20.9,16,9.23,86222.61,1
1.5,145.0,41.9,9,1.38,25899.07,0
3.96,318.0,14.2,14,1.11,65975.1,1
5.95,385.0,47.6,14,1.36,82147.0,1
4.77,332.0,42.7,5,9.02,83111.68,1
5.48,536.0,40.0,3,1.34,111838.92,1
3.32,305.0,38.4,4,5.79,69068.37,1
1.71,152.0,47.0,10,1.64,26965.62,0
2.44,183.0,15.1,1,2.12,36812.93,0
1.25,93.0,11.6,10,2.15,15438.26,0
3.51,289.0,14.8,11,9.32,64018.46,1
4.25,351.0,42.5,4,4.14,83158.87,1
3.12,263.0,19.2,7,3.91,68275.83,1
3.82,317.0,16.3,13,5.62,67243.75,1
2.6,189.0,40.9,0,9.53,43080.23,0
1.43,96.0,30.3,17,7.45,6743.56,0
3.16,312.0,35.0,9,6.25,71757.92,1
3.74,238.0,13.2,13,6.03,60720.58,1
5.91,548.0,33.4,2,7.19,118734.6,1
2.74,186.0,23.8,10,7.2,42110.13,0
4.39,431.0,23.1,3,3.0,93090.31,1
5.11,409.0,25.7,13,9.14,93092.34,1
2.68,197.0,36.5,8,7.47,50650.75,0
5.65,547.0,42.5,7,2.51,125435.78,1
2.69,198.0,18.3,7,9.58,51203.54,0
5.85,475.0,46.0,8,6.01,95938.09,1
1.01,93.0,34.7,0,5.1,15737.56,0
4.17,375.0,23.7,16,6.54,78947.88,1
4.95,474.0,23.9,1,9.36,114037.15,1
2.4,179.0,46.7,19,2.81,25151.1,0
1.59,108.0,40.3,10,5.17,17138.93,0
1.12,87.0,16.3,17,7.88,13055.35,0
1.37,120.0,40.8,10,5.08,6669.93,0
3.72,262.0,38.2,9,2.37,59162.89,0
5.2,453.0,48.6,7,8.48,95224.09,1
1.32,88.0,12.3,10,1.73,21477.22,0
1.57,157.0,44.9,17,6.61,23642.31,0
1.03,84.0,31.5,1,1.76,7724.08,0
2.41,152.0,14.3,7,7.59,43273.53,0
5.61,363.0,34.8,18,7.5,85506.94,1
2.38,199.0,19.2,9,2.21,38706.47,0
3.2,263.0,46.1,7,5.11,65534.25,1
1.89,145.0,11.6,7,7.45,32440.72,0
1.58,133.0,28.4,2,3.24,29126.78,0
1.91,122.0,38.6,10,8.37,30976.84,0
2.05,133.0,33.5,0,4.37,33645.71,0
1.65,118.0,26.3,3,2.43,29550.94,0
4.96,461.0,37.2,4,6.87,100403.21,1
3.39,236.0,26.7,12,7.81,61368.52,1
3.7,331.0,19.4,2,4.61,84418.01,1
2.87,239.0,38.3,2,1.4,60616.37,1
2.05,151.0,47.2,17,9.97,29290.74,0
1.47,96.0,16.5,15,2.38,18046.74,0
1.38,123.0,22.6,8,9.08,25802.53,0
1.93,149.0,31.3,19,4.64,28854.03,0
5.25,443.0,34.8,6,5.99,105867.95,1
2.08,162.0,26.3,11,9.91,33016.33,0
2.77,243.0,29.2,9,4.29,60730.79,1
3.86,240.0,40.6,12,3.88,47730.3,0
3.56,221.0,21.0,5,1.3,42332.66,0
4.33,305.0,10.8,7,6.79,76801.95,1
1.97,181.0,21.7,4,5.43,42835.19,0
3.62,279.0,35.6,19,6.26,60791.38,1
4.84,480.0,30.5,19,5.74,97568.62,1
2.94,268.0,21.9,4,1.41,67466.45,1
5.86,495.0,33.7,19,4.7,102726.32,1
3.89,273.0,10.6,4,2.8,64098.67,1
4.37,308.0,31.2,19,3.56,54914.36,0
3.3,243.0,47.8,4,9.23,54745.97,0
