area_sqft,bedrooms,bathrooms,age,distance_to_city,price,luxury
2813.7,3,1,4,27.9,180835.39,0
4538.7,3,3,38,26.5,281876.01,1
1579.9,5,2,32,6.0,138115.55,0
1981.7,4,3,32,15.3,159486.16,0
1888.8,3,3,44,15.4,204509.3,1
3466.6,1,1,23,37.3,124923.38,0
3031.0,1,2,30,21.5,171686.22,0
2622.0,2,3,8,15.6,163834.17,0
3505.9,4,3,14,36.4,291217.51,1
2677.6,4,3,19,4.0,319924.1,1
4171.8,5,3,41,14.0,338642.0,1
2346.1,3,3,26,28.7,150440.07,0
4507.7,3,1,33,36.1,162792.36,0
1038.3,2,3,3,12.1,75489.83,0
922.8,3,2,37,29.9,143480.67,0
3450.7,1,1,4,28.8,140885.83,0
2253.7,5,2,11,8.5,156611.77,0
2550.7,3,2,35,17.7,147999.28,0
3632.1,1,1,26,28.4,182990.91,0
1465.4,4,1,8,9.5,116637.23,0
697.7,3,3,28,23.2,62880.26,0
2475.0,2,3,48,11.8,60582.5,0
4526.3,1,3,6,8.5,275151.26,1
2528.3,4,1,11,8.4,251270.37,1
3073.8,4,1,31,2.3,305612.01,1
1437.7,2,3,34,12.3,77159.18,0
2588.3,1,3,43,33.3,185202.93,0
2662.9,2,2,4,23.8,225534.89,1
1558.1,5,3,26,5.5,183447.98,0
1237.1,2,1,21,20.6,82700.22,0
2076.2,2,3,20,15.8,189806.49,1
674.9,2,2,1,5.9,169609.43,0
1249.0,4,2,37,29.3,127971.32,0
3791.1,1,3,44,33.2,311062.81,1
3421.1,1,1,8,24.9,132503.38,0
1907.5,4,1,48,26.5,114830.9,0
2980.2,2,3,40,21.0,108242.41,0
4232.2,3,2,32,16.8,235514.86,1
4276.2,5,1,26,26.0,308391.52,1
3444.7,1,1,12,37.4,173932.33,0
1058.2,2,3,41,36.4,62950.25,0
1233.1,5,3,36,5.6,173773.48,0
1812.5,3,2,44,38.5,110226.11,0
3518.2,3,2,46,13.5,209427.59,1
1661.0,4,3,47,7.2,87799.57,0
2589.9,3,2,31,17.5,103301.08,0
4214.9,1,2,24,28.1,178625.62,0
4513.0,2,1,49,24.8,227586.72,1
4273.5,5,1,33,25.8,286982.8,1
1024.0,3,3,23,8.6,136315.35,0
4598.4,3,3,46,34.6,296401.24,1
3578.6,4,1,37,32.7,273669.22,1
3284.5,3,2,25,21.1,212624.63,1
1614.0,3,2,22,5.9,194522.59,1
4677.0,4,2,41,33.7,277804.71,1
578.1,3,1,9,19.9,117543.45,0
869.8,2,2,45,24.3,42556.11,0
1191.5,2,3,4,18.4,113105.1,0
3623.6,5,1,29,19.0,241674.59,1
3302.9,3,3,23,8.3,303098.77,1
4751.1,2,2,5,20.3,295448.37,1
2070.4,4,3,36,21.3,115877.33,0
2064.3,2,1,49,9.5,127414.14,0
3512.9,1,2,4,15.1,240776.32,1
1283.7,2,2,3,37.4,72114.91,0
2588.2,4,2,0,23.1,224414.93,1
569.4,4,2,11,16.1,119684.85,0
3164.2,4,3,31,4.1,276695.89,1
4028.0,2,1,37,3.2,223779.54,1
1416.9,4,2,4,14.9,198305.33,1
1882.3,1,1,20,38.6,137769.75,0
1093.3,3,1,30,17.0,87962.82,0
3270.5,4,2,39,33.1,264082.57,1
3038.1,5,3,24,14.6,215547.45,1
4218.8,4,1,49,26.5,135777.77,0
4866.5,5,1,49,30.1,298079.02,1
4926.4,5,2,34,14.1,386672.18,1
982.3,3,2,2,8.2,147522.8,0
2989.1,3,2,23,5.8,274921.02,1
4053.4,2,3,24,2.0,309001.05,1
3465.4,1,2,37,33.7,200039.66,1
4536.4,5,3,47,12.6,266553.0,1
2487.7,5,2,16,37.3,222735.39,1
2421.9,5,1,34,25.7,188230.31,1
617.5,2,2,40,6.9,44971.82,0
570.4,2,1,44,4.9,30000.0,0
3616.9,3,2,37,31.0,268352.62,1
2621.6,4,3,41,36.6,212758.01,1
3471.0,1,3,45,3.6,152389.18,0
1572.0,5,2,37,23.8,195088.04,1
4383.9,2,2,18,25.3,256042.29,1
4562.9,3,1,44,2.4,244789.65,1
3480.3,2,2,27,3.2,196410.57,1
1750.1,3,1,35,15.7,89464.63,0
1472.7,3,2,9,16.0,237656.38,1
3314.7,3,3,27,14.0,284137.66,1
4733.5,4,1,1,38.7,237280.38,1
3101.5,4,3,44,1.9,147531.78,0
4276.9,4,2,20,21.0,390448.5,1
3044.3,2,3,27,38.0,259213.79,1
3535.7,3,1,32,3.9,193672.95,1
3055.0,3,3,38,7.8,221362.74,1
3089.1,1,3,22,26.7,234399.11,1
3826.6,4,2,31,18.8,275803.23,1
2283.1,1,1,19,4.6,30000.0,0
4568.0,4,3,38,3.6,364116.32,1
4385.7,3,1,0,12.8,238634.26,1
3763.9,5,2,49,6.0,215868.57,1
3845.4,2,3,19,3.4,276412.9,1
2359.6,5,3,33,26.3,179877.64,0
4246.4,4,3,25,10.0,261843.06,1
4696.7,4,3,25,33.4,343925.37,1
4078.2,4,3,35,2.0,405956.0,1
1098.6,1,2,45,3.0,30000.0,0
4039.8,3,3,13,10.0,307886.89,1
2590.6,4,3,18,28.7,189456.1,1
3239.1,1,3,35,37.1,178714.42,0
4960.2,2,1,49,8.2,230674.32,1
2117.1,1,1,29,4.6,71189.04,0
2068.4,1,2,13,27.4,127202.28,0
1684.1,5,2,23,24.8,185695.46,0
1072.1,4,2,37,32.0,126732.19,0
1256.8,1,1,46,5.1,33896.4,0
2814.2,1,1,33,20.3,113954.33,0
4594.1,4,2,17,38.2,256652.34,1
4144.5,4,3,35,4.1,306130.88,1
1321.2,4,1,4,12.9,117714.7,0
3027.6,4,2,33,2.6,216676.64,1
4311.2,4,3,48,11.1,287056.54,1
2927.7,1,3,0,13.7,181636.02,0
4601.4,3,1,42,22.7,316015.84,1
4585.5,1,2,43,27.9,205515.91,1
2067.1,1,2,28,7.1,160145.98,0
4432.7,3,1,19,2.5,338494.35,1
3133.0,1,1,47,4.6,151623.81,0
2659.3,3,2,38,4.0,221344.3,1
3984.2,1,2,5,6.1,201388.81,1
4053.3,3,1,28,25.3,203344.45,1
3539.4,4,1,15,27.7,268684.61,1
4149.0,2,3,39,39.9,230381.91,1
4781.4,3,1,33,3.5,286210.1,1
4428.9,5,2,20,37.8,231457.5,1
834.1,4,3,19,6.3,192470.59,1
4325.1,2,1,7,22.1,217292.16,1
4016.9,2,2,35,17.6,237736.8,1
4670.3,5,3,23,22.3,353846.54,1
3828.1,4,1,24,2.5,221115.99,1
4450.3,5,3,38,29.2,250995.63,1
546.0,5,2,42,13.6,51723.42,0
4900.1,2,3,44,6.9,303513.45,1
1359.1,4,3,4,9.2,105578.38,0
4389.0,5,3,32,18.0,274920.42,1
4683.2,5,1,9,8.0,447872.77,1
510.0,1,3,35,21.2,31344.14,0
4611.6,3,1,8,13.4,219801.21,1
4231.5,1,2,3,27.2,245771.01,1
4650.9,5,2,33,33.6,318292.51,1
1296.0,4,3,43,33.9,88770.19,0
3998.5,2,3,36,17.0,225044.97,1
2693.7,3,2,16,12.1,214001.67,1
1659.6,1,2,31,21.3,104867.75,0
3902.8,2,1,34,33.5,204533.77,1
2629.6,3,2,36,17.6,108203.25,0
4549.5,3,3,35,22.6,303389.98,1
3698.3,4,2,29,31.1,226580.4,1
1126.2,3,3,11,24.2,67518.3,0
1628.4,3,3,49,30.0,155241.5,0
1690.4,2,2,35,5.7,40519.68,0
2048.2,3,2,38,38.0,30000.0,0
3499.0,4,1,13,28.8,239590.62,1
4524.5,3,1,16,21.0,269357.12,1
3171.7,3,2,6,11.6,219044.53,1
3883.1,2,3,9,13.7,345604.65,1
1925.3,2,1,13,29.6,123413.2,0
2851.1,5,3,20,27.2,196651.31,1
2768.6,4,3,22,37.8,205594.52,1
3654.8,5,2,28,35.7,228343.03,1
2830.8,3,3,43,12.0,239859.5,1
2004.1,2,3,47,34.3,110532.64,0
1597.6,2,2,43,36.7,90291.64,0
1646.2,5,1,43,29.4,60938.6,0
4914.0,5,1,1,27.3,296066.37,1
2108.6,4,1,37,31.3,131606.64,0
4129.7,3,2,13,11.0,264667.44,1
821.1,5,2,13,19.9,54804.26,0
903.4,5,3,22,7.1,146026.52,0
3587.7,1,1,49,15.6,250305.26,1
2557.4,3,3,33,9.5,193104.76,1
4462.2,2,2,48,15.5,256682.29,1
4380.0,5,2,46,26.6,320885.11,1
3900.5,3,3,30,33.0,328824.62,1
4168.9,5,2,45,35.4,189507.86,1
4417.3,4,2,34,2.2,307039.62,1
4026.1,2,3,8,32.2,130017.39,0
2871.0,4,2,17,17.6,174489.31,0
1691.4,3,1,4,23.3,40808.29,0
4043.2,1,3,35,10.3,227278.46,1
1929.7,1,1,10,39.8,97896.31,0
1601.7,5,2,22,16.0,140719.85,0
1272.5,5,1,34,6.5,137405.76,0
3322.3,4,3,44,25.7,275849.02,1
1591.2,1,2,31,38.9,57707.89,0
2186.7,5,2,20,7.2,166060.25,0
3690.8,2,1,41,17.6,151703.64,0
4072.2,3,3,49,30.4,209486.54,1
1916.4,2,2,19,12.7,135305.73,0
4292.6,2,1,38,14.4,250746.79,1
760.8,2,2,28,2.2,30000.0,0
4936.4,5,1,24,27.3,301464.16,1
2375.9,2,3,29,21.1,149443.52,0
1962.0,2,2,4,34.7,105759.61,0
4656.5,1,3,22,26.9,203679.49,1
1095.8,3,2,34,27.8,98313.52,0
2110.1,2,2,19,25.2,106279.97,0
2115.1,4,1,37,38.1,159083.2,0
2409.6,4,3,41,9.1,186888.16,0
4317.5,3,2,4,18.7,256313.73,1
4322.2,5,3,5,10.3,409053.7,1
3162.4,4,2,7,37.1,312353.52,1
4962.9,4,3,8,26.7,329751.61,1
4298.7,3,2,9,26.7,217205.71,1
3564.8,3,1,44,21.1,229543.13,1
1397.6,4,2,16,5.6,138664.32,0
2973.8,5,1,4,3.9,213310.61,1
1462.6,1,3,22,15.1,179814.07,0
1857.5,3,3,36,15.5,179129.63,0
3586.4,4,2,46,24.1,197449.74,1
1329.9,5,3,23,21.2,110313.23,0
908.8,5,3,5,28.0,95694.45,0
2892.0,1,2,29,17.0,30000.0,0
504.3,2,3,28,32.9,30000.0,0
3240.1,2,3,23,27.5,170498.83,0
4556.0,3,1,34,16.5,235140.77,1
1356.1,1,2,17,2.8,112226.55,0
2222.5,4,3,37,3.1,213958.13,1
4623.6,2,1,5,27.4,275794.49,1
3667.4,2,3,15,15.4,275117.26,1
1108.9,3,1,31,38.7,49574.17,0
2219.0,4,2,32,20.4,144344.13,0
3902.0,1,1,41,3.6,216026.71,1
3491.5,4,3,43,15.6,217251.58,1
1200.5,4,1,20,23.5,135547.58,0
781.2,4,3,6,14.0,123759.49,0
3567.5,1,3,44,19.2,164895.01,0
3240.6,2,2,7,11.1,205686.8,1
767.0,5,2,10,13.7,133220.29,0
4886.7,2,1,23,25.6,222124.49,1
1636.0,2,1,22,19.6,155717.98,0
2237.1,1,2,45,1.1,189977.42,1
1299.2,2,3,21,34.0,130928.66,0
4228.3,2,1,3,8.6,280757.87,1
4831.6,4,3,37,20.2,306427.84,1
1459.9,5,2,28,7.2,116454.78,0
1774.3,1,3,46,38.3,161625.69,0
3679.3,3,2,38,34.1,309981.06,1
2875.5,1,2,49,20.8,96557.43,0
972.8,4,2,32,6.2,120313.69,0
4678.8,2,2,3,12.5,340607.47,1
3250.2,5,3,14,22.6,307908.39,1
1855.7,3,3,16,9.5,92075.46,0
2704.1,3,3,13,5.2,242114.4,1
2751.1,2,3,0,6.7,322574.5,1
2864.4,2,2,38,10.6,329461.53,1
2737.9,4,1,16,38.3,136129.37,0
3028.1,5,1,15,18.4,162841.77,0
2270.1,3,1,8,23.6,194564.05,1
1157.7,3,3,28,20.5,139436.16,0
3490.6,1,1,40,26.1,101354.81,0
4066.2,3,1,44,24.1,222356.7,1
4284.6,4,2,36,1.8,320084.2,1
598.8,3,1,48,31.4,80174.29,0
2320.8,2,3,25,36.2,198083.68,1
4903.0,3,3,2,5.7,347523.14,1
781.5,3,3,11,34.9,108328.97,0
4035.0,4,2,16,37.5,309114.98,1
1067.5,4,2,24,22.4,156547.13,0
4210.9,3,1,45,27.7,226358.8,1
3525.0,5,3,42,11.3,304160.51,1
3762.6,3,1,19,34.6,235037.26,1
4897.9,3,3,36,7.6,227397.74,1
4727.7,1,1,15,36.2,117044.92,0
1869.7,3,3,3,20.8,215805.39,1
2188.5,1,1,48,8.8,129901.6,0
2332.3,2,1,35,2.8,111503.8,0
1312.6,5,2,29,12.1,105364.24,0
2215.1,4,1,6,37.6,120353.59,0
4905.6,1,1,29,16.4,252633.6,1
2703.0,4,3,3,27.7,235316.71,1
4786.7,4,1,6,9.1,244955.55,1
821.6,1,2,8,35.2,104229.95,0
676.8,3,1,25,11.6,75735.34,0
3089.0,4,2,11,28.6,210357.21,1
3813.1,3,2,36,31.0,244760.31,1
1478.6,4,1,35,38.2,105195.02,0
2765.1,1,1,8,13.9,155642.11,0
4428.2,5,3,44,34.9,349647.24,1
3927.8,5,1,14,21.9,334094.02,1
1543.2,3,2,10,37.4,193049.2,1
2005.1,4,2,39,12.0,62010.27,0
1876.1,4,1,36,10.2,136888.48,0
3737.8,1,1,6,20.6,148446.56,0
4856.8,4,2,23,34.7,318063.32,1
1760.4,3,1,12,36.6,124649.9,0
3147.4,4,3,34,27.7,356022.48,1
4948.5,2,3,19,27.4,248942.06,1
1209.1,1,2,22,17.8,76521.17,0
3465.9,5,3,44,15.9,215045.96,1
1993.9,5,2,24,7.6,242799.25,1
4962.5,2,3,19,10.6,437184.72,1
989.5,3,1,27,6.8,59697.52,0
2530.7,1,2,19,27.5,133515.64,0
1647.4,2,1,49,30.7,85290.57,0
642.6,3,2,25,14.2,88821.72,0
4836.2,4,2,7,21.4,375754.41,1
3056.8,4,2,3,3.6,268245.94,1
3653.5,1,1,31,15.9,253399.13,1
3291.2,5,2,5,30.2,227777.9,1
1168.1,5,1,28,10.7,154129.16,0
1267.5,1,2,13,24.7,48827.41,0
3319.0,2,3,27,24.4,233517.76,1
4009.1,2,3,3,34.9,203374.02,1
3249.8,1,2,7,12.2,228351.34,1
3066.7,1,2,37,13.7,190727.05,1
3856.8,3,2,47,14.5,254627.66,1
1596.2,1,3,46,18.9,80715.37,0
3792.4,2,2,25,34.8,250032.71,1
2350.5,4,2,10,12.0,246782.76,1
3533.2,5,3,31,30.3,265224.86,1
1736.2,1,1,46,10.4,65769.15,0
1118.6,2,2,1,37.2,78764.07,0
631.2,3,3,2,29.2,79197.53,0
4115.6,2,3,34,30.1,243203.03,1
1386.4,4,2,36,29.9,141453.08,0
2135.6,4,3,49,13.3,124744.77,0
3959.8,3,3,41,2.5,306553.48,1
2525.8,3,3,28,22.5,153816.5,0
1479.0,5,3,16,21.8,185121.38,0
1376.4,2,1,9,13.7,208799.71,1
2335.7,4,2,41,2.9,212557.17,1
3043.3,5,3,29,19.7,187290.7,0
2265.6,1,3,7,13.9,131260.86,0
4570.6,4,3,48,18.9,241869.41,1
517.3,4,2,25,14.4,42875.71,0
2309.1,1,1,20,14.0,68173.63,0
3842.8,5,3,13,6.2,299066.71,1
4509.0,3,3,4,29.2,171237.19,0
2112.8,5,3,30,7.7,258269.85,1
3531.2,4,1,46,7.2,126049.08,0
3111.6,4,1,40,35.5,237459.54,1
1406.9,3,2,42,7.3,78415.5,0
3564.2,1,1,42,1.8,133444.5,0
1623.0,4,1,40,25.8,142359.69,0
4027.6,2,3,47,28.1,269799.93,1
4396.6,4,2,45,35.4,318761.93,1
2652.9,3,1,38,29.4,196072.06,1
743.6,2,3,31,13.5,141563.35,0
3818.1,4,3,48,20.5,250524.27,1
2602.5,2,1,26,2.6,153363.14,0
925.3,4,3,39,30.6,100649.14,0
1990.1,5,1,36,25.9,158904.68,0
1807.9,3,3,9,29.1,123681.66,0
3768.6,3,3,4,3.6,250402.98,1
2408.3,1,3,13,8.1,211766.19,1
3141.7,4,3,27,37.3,152082.49,0
2754.9,3,3,10,10.8,160991.36,0
3759.2,5,1,27,19.1,264348.66,1
3731.2,4,1,38,17.7,271867.91,1
2519.6,2,3,34,27.7,147397.75,0
1107.6,1,2,20,14.6,162474.34,0
2335.4,5,2,9,11.3,262480.23,1
1220.6,4,3,34,18.8,71388.33,0
4816.2,2,3,49,33.4,215677.09,1
4775.6,4,3,27,37.1,299378.79,1
2555.1,2,2,44,27.3,81487.45,0
624.3,4,3,39,30.5,30000.0,0
2185.9,4,2,29,18.3,60070.65,0
4527.9,4,1,8,37.6,304701.23,1
1796.1,2,2,6,19.9,84270.5,0
3298.9,1,3,8,6.3,223328.7,1
1327.7,4,1,22,16.2,189398.62,1
4213.2,2,2,35,22.7,208966.63,1
4513.5,1,1,41,6.0,257104.38,1
3268.0,5,2,28,22.3,172661.9,0
3306.9,4,3,3,12.4,337811.29,1
2203.5,3,3,11,16.9,223058.96,1
3681.9,2,3,2,18.8,259348.52,1
2653.1,5,3,27,36.0,219620.5,1
3854.7,5,2,44,30.0,173324.94,0
4858.3,3,3,17,27.0,265888.41,1
4200.7,2,2,11,20.7,258012.65,1
2828.0,1,2,48,14.2,211202.59,1
4905.0,3,3,24,12.4,298877.62,1
3231.9,3,2,6,15.4,175770.36,0
791.9,5,3,26,25.0,80230.84,0
3786.7,3,3,6,29.7,220400.37,1
4190.3,4,3,27,16.3,257767.49,1
1106.8,2,1,17,9.2,102185.58,0
3556.8,3,3,35,10.3,333682.94,1
4644.1,1,2,35,11.4,194870.92,1
1631.4,4,3,40,21.3,138474.6,0
3132.5,2,2,2,31.3,268062.77,1
1735.6,2,3,32,7.2,131792.17,0
3984.8,1,2,9,16.6,247304.48,1
3113.0,1,1,27,32.1,104504.96,0
2426.3,4,1,41,11.6,213113.35,1
630.4,4,1,1,32.6,86983.33,0
4751.6,1,2,4,16.3,228225.57,1
2739.8,4,2,38,27.9,253934.76,1
4118.5,3,2,45,19.5,272396.02,1
2263.5,1,3,10,3.3,56600.89,0
4321.0,5,3,39,3.4,260903.55,1
1220.2,3,1,22,16.0,112037.51,0
1541.7,3,3,46,33.8,30000.0,0
2000.3,3,1,43,8.7,98751.18,0
898.7,3,2,29,9.2,30008.13,0
2497.3,2,1,7,36.2,95039.15,0
2686.7,3,3,0,20.8,186016.46,0
1016.6,1,2,19,39.7,30000.0,0
2421.9,1,3,23,17.9,145267.42,0
1387.8,3,3,23,20.7,114169.27,0
4438.5,2,3,30,21.6,324078.76,1
2791.8,3,3,21,11.6,199107.55,1
4783.8,3,3,18,5.5,373168.08,1
2036.4,2,1,9,33.5,147255.88,0
2036.3,3,1,8,30.8,227828.31,1
2024.2,5,2,44,11.9,260335.45,1
1707.3,1,2,49,12.1,194851.94,1
4029.1,2,2,2,38.4,116747.23,0
1772.3,2,3,21,20.9,61197.57,0
1796.1,1,3,25,25.3,84215.41,0
711.0,4,3,41,14.9,137283.39,0
4844.1,5,1,11,10.9,387967.25,1
4488.3,4,2,0,7.6,363189.96,1
1816.3,4,2,48,6.3,248025.47,1
2843.5,3,2,15,12.4,215761.45,1
2672.4,1,3,19,24.5,152112.27,0
894.7,3,3,37,33.8,134636.27,0
2890.4,5,1,34,35.5,194247.86,1
1010.0,3,1,24,3.4,197093.54,1
2453.4,1,1,6,37.5,177499.35,0
895.1,2,2,24,9.2,114550.05,0
3150.1,3,2,21,20.7,203817.59,1
720.5,1,3,1,37.6,120924.82,0
3327.9,2,2,42,19.6,200825.01,1
3682.5,2,3,0,14.7,223177.68,1
3068.9,2,2,36,30.6,108925.19,0
2612.7,2,3,20,3.9,161429.44,0
773.6,1,1,29,27.0,30000.0,0
551.1,1,3,33,37.1,30000.0,0
2040.9,5,3,24,29.7,188641.25,1
3970.6,3,3,19,12.4,280777.9,1
3412.8,3,2,46,12.6,150314.82,0
1063.8,2,1,36,30.2,46141.3,0
3595.7,3,1,38,14.4,226966.04,1
3087.1,1,1,7,36.6,135244.62,0
1250.3,4,3,6,25.0,183399.9,0
3898.9,4,3,48,5.3,321892.39,1
4236.4,5,1,18,34.1,346037.99,1
1546.5,3,2,48,35.5,30000.0,0
3361.5,1,2,43,18.2,101229.14,0
2201.6,5,2,47,39.9,123541.19,0
763.1,2,3,42,26.6,136144.46,0
4376.1,3,1,2,26.1,199163.96,1
4193.4,1,1,38,32.8,208686.91,1
1930.7,2,1,30,18.1,157331.65,0
2891.8,4,2,11,31.5,179945.86,0
2805.7,1,3,13,34.6,218516.15,1
1298.6,3,3,18,12.9,154910.32,0
1155.5,2,3,26,16.1,90313.51,0
4299.2,1,1,2,29.0,220776.28,1
4403.1,5,2,49,35.2,209371.13,1
3763.3,4,2,22,2.3,288793.68,1
827.4,3,3,19,16.1,72226.42,0
4591.1,3,2,26,1.9,381166.86,1
4913.4,5,3,4,13.1,333571.17,1
3990.3,1,3,42,33.2,295569.55,1
2090.4,1,3,14,5.7,175713.12,0
2326.0,4,1,23,6.8,77811.54,0
4413.4,1,1,21,3.4,141900.71,0
1760.8,1,1,41,14.4,60029.42,0
1138.4,4,3,49,22.3,147538.51,0
4202.6,3,1,4,31.7,342495.13,1
1370.0,5,2,3,3.1,230814.41,1
4582.8,3,2,11,16.6,257857.46,1
3180.6,2,2,28,5.9,270796.37,1
2999.2,4,2,35,14.7,154462.99,0
3990.9,1,1,5,32.3,212401.17,1
574.1,1,1,10,32.4,30000.0,0
3710.9,3,3,5,15.4,306009.89,1
3193.2,5,3,41,22.2,277432.59,1
2857.0,2,1,20,36.4,161832.61,0
1478.0,1,1,10,32.2,81484.58,0
4232.5,2,2,10,14.9,212215.82,1
1627.9,4,3,6,36.9,81604.7,0
2704.0,2,3,20,17.3,226224.93,1
1211.4,3,2,24,16.1,91594.7,0
4881.7,5,2,1,22.8,273824.54,1
1375.4,5,2,25,32.6,147268.72,0
4114.5,1,3,46,22.1,151734.91,0
1683.9,5,3,29,31.1,182560.68,0
1652.2,1,3,26,39.9,67300.06,0
2397.7,1,1,32,2.0,193206.19,1
4306.3,2,1,3,27.6,224349.47,1
3594.0,1,1,2,21.0,231827.6,1
4422.4,2,2,25,2.1,255055.74,1
712.5,2,2,7,21.6,87341.31,0
4800.6,2,3,27,31.6,389105.94,1
847.1,3,2,49,39.8,68325.29,0
3744.8,4,2,40,32.2,191223.54,1
1432.3,1,3,30,5.9,127454.78,0
4283.8,1,1,44,11.5,188960.29,1
4380.6,4,3,33,29.4,280017.72,1
2980.6,3,1,45,15.2,78276.42,0
2312.9,2,1,38,17.9,126571.92,0
4070.2,3,1,44,25.2,275325.12,1
4433.1,3,3,39,8.4,271256.8,1
3822.2,1,2,3,16.9,266469.06,1
4581.1,3,2,1,24.7,214497.78,1
3319.4,1,2,8,27.7,115769.54,0
3517.1,1,1,48,1.2,137082.7,0
3073.4,2,3,18,16.3,305211.87,1
2696.7,3,2,30,17.9,181297.73,0
3446.9,5,3,33,19.5,357836.82,1
3025.2,4,1,49,30.8,177134.38,0
3790.6,5,3,42,7.4,333311.61,1
4704.1,1,2,4,20.3,337027.68,1
2178.7,2,3,36,15.3,179885.0,0
2350.3,2,3,43,38.4,93625.15,0
567.7,5,1,13,9.3,141664.03,0
2871.7,3,3,1,18.4,207677.76,1
1091.3,1,1,3,20.4,58377.78,0
3722.0,1,3,22,20.3,184630.58,0
4008.1,1,1,40,3.0,196982.15,1
3752.3,3,2,28,34.2,246898.36,1
2959.9,3,2,24,31.1,198149.81,1
2904.0,5,3,39,38.5,244942.96,1
3409.5,1,3,37,7.9,296593.18,1
2996.2,4,2,15,37.2,174164.34,0
3876.3,1,3,38,1.7,120026.99,0
4525.4,2,1,11,9.3,325118.75,1
2912.6,3,2,38,27.6,162979.62,0
996.5,3,3,27,27.9,30000.0,0
1089.6,3,1,9,26.8,58475.62,0
2191.6,5,1,42,32.1,72777.7,0
2733.3,5,3,48,11.3,237268.41,1
1512.7,3,2,24,8.1,98882.86,0
2537.4,1,3,2,28.3,141708.96,0
1110.8,3,3,33,13.4,155630.15,0
1583.7,4,2,44,4.2,224077.28,1
3802.8,4,3,40,26.0,287908.02,1
4935.1,1,3,18,35.9,280339.55,1
1337.9,1,2,48,37.2,96615.09,0
2025.9,4,1,30,5.3,193404.85,1
2078.1,2,2,21,2.5,147045.49,0
1505.0,4,3,46,15.3,150088.94,0
1418.3,1,2,25,9.0,133499.25,0
1092.6,5,1,6,26.5,137491.66,0
4583.8,4,2,23,30.2,329396.67,1
3422.2,2,1,41,20.1,143335.61,0
1807.1,4,1,39,34.8,111594.6,0
1661.4,5,2,42,17.8,233984.6,1
3153.8,5,1,34,10.6,240875.47,1
3637.5,1,1,49,5.7,167604.35,0
1638.5,3,3,31,30.5,123819.04,0
2062.2,5,3,42,39.0,88764.21,0
1807.8,5,2,25,4.7,108545.68,0
894.7,5,2,38,26.1,269625.96,1
2239.4,5,2,11,18.7,212068.94,1
2901.3,5,3,3,6.7,277939.88,1
3449.1,3,1,49,32.6,123341.41,0
2375.3,4,1,42,38.8,189683.98,1
4925.2,4,1,37,15.6,242235.88,1
3316.3,5,1,20,13.8,201609.92,1
4489.6,1,3,38,5.9,251351.77,1
4621.9,3,1,16,39.5,218615.65,1
4196.3,5,3,8,12.2,350441.66,1
1714.9,5,3,46,32.4,206558.23,1
2440.7,2,3,11,39.5,106877.04,0
501.7,3,3,42,10.1,114420.41,0
2531.3,4,3,17,39.3,166356.14,0
1821.9,3,2,19,4.7,192312.5,1
1003.5,4,2,14,17.9,158750.49,0
4273.6,4,2,44,38.9,179114.23,0
3530.5,2,1,32,7.8,227165.33,1
4996.0,5,3,42,33.5,290924.43,1
2742.7,3,3,31,1.2,268591.15,1
1988.2,4,3,45,13.4,104861.64,0
1687.2,2,1,43,2.7,108627.03,0
2459.1,1,3,43,31.8,150422.86,0
1894.4,1,3,7,14.8,77459.28,0
4958.4,1,3,41,5.5,332549.56,1
1322.6,5,3,43,4.5,266762.8,1
586.1,2,1,49,17.1,30000.0,0
1085.0,5,3,3,4.7,241591.14,1
4511.9,5,2,12,15.6,363711.37,1
3622.6,4,3,45,11.2,168780.4,0
4027.9,5,1,30,16.1,211542.3,1
1942.1,3,3,45,21.5,311955.74,1
3302.2,1,1,34,10.9,127221.7,0
3685.5,2,2,3,20.5,233726.46,1
1968.9,1,2,48,29.5,46314.6,0
3760.4,5,1,30,37.0,251204.03,1
3333.5,5,3,36,1.4,228983.02,1
1833.1,2,2,23,34.9,152664.29,0
737.9,5,3,6,22.2,144442.89,0
1570.4,2,2,23,30.0,38258.89,0
3287.9,4,2,28,25.8,204820.52,1
3195.6,3,2,18,19.5,208128.58,1
2784.4,1,3,10,9.2,111425.8,0
1631.6,5,3,26,21.6,200157.54,1
2500.4,2,3,29,15.7,107628.91,0
1148.2,3,3,21,8.8,243828.76,1
3480.7,4,3,20,29.9,310898.63,1
4411.2,2,3,33,36.4,181327.16,0
2586.6,1,2,21,11.4,99023.66,0
1458.5,2,3,39,33.9,86108.76,0
4225.5,3,3,48,13.8,255267.31,1
1908.9,3,1,40,29.0,105585.17,0
3172.9,5,3,17,27.7,246547.84,1
839.4,5,2,17,16.4,77690.88,0
3730.7,3,3,47,13.7,214364.68,1
2573.0,3,1,26,32.1,200278.65,1
2405.1,1,3,12,22.7,156303.11,0
4706.8,3,2,45,34.1,235158.93,1
2711.7,2,1,10,32.5,188097.72,1
575.4,1,2,2,3.2,64133.98,0
4819.2,2,1,33,39.0,176423.5,0
555.0,3,1,4,39.0,53146.69,0
2911.4,2,1,27,35.2,211607.29,1
3351.2,2,3,5,38.8,138944.65,0
4525.2,5,1,27,5.6,284420.14,1
3556.5,5,2,15,4.7,396649.82,1
4150.1,4,1,29,22.4,260504.23,1
3964.7,5,2,37,36.3,238512.72,1
1460.9,4,2,39,10.9,71284.45,0
3652.1,3,2,45,14.8,142600.09,0
3369.1,5,3,39,1.3,309891.82,1
