study_hours,attendance_rate,assignments_completed,participation_score,parent_education,final_score,top_student
41.1,87.3,0,3.4,4,1331.93,0
22.0,90.1,12,7.2,2,4997.38,1
20.5,80.0,5,0.9,4,1982.03,0
27.2,78.6,15,6.9,4,7743.29,1
44.7,85.7,10,7.0,4,5102.29,1
3.9,76.8,15,2.0,2,3295.35,0
26.0,78.7,17,8.3,3,6431.95,1
19.3,87.4,16,3.1,1,1877.38,0
5.5,68.4,17,5.0,1,4277.18,1
41.7,93.2,3,2.0,2,1116.05,0
24.9,93.3,17,3.6,2,3427.41,0
13.7,96.3,2,2.8,1,992.41,0
13.1,68.8,16,2.6,1,3400.58,0
1.1,95.3,8,8.5,4,5581.35,1
28.0,97.4,1,8.2,2,6616.1,1
5.0,85.3,3,8.9,3,6086.12,1
36.4,71.7,4,7.1,4,4782.09,1
10.3,74.5,13,1.9,2,1288.6,0
30.2,73.8,15,9.2,4,7118.26,1
40.5,54.9,3,2.6,1,411.82,0
30.7,77.8,11,2.5,3,2389.6,0
19.5,76.8,16,1.2,3,3067.38,0
24.9,85.0,6,1.2,5,3418.95,0
13.8,55.5,6,6.0,5,5678.08,1
49.6,56.3,15,7.2,2,6148.17,1
26.6,56.2,19,8.3,1,6131.3,1
2.3,95.2,3,5.5,4,2425.86,0
41.6,66.3,1,6.6,2,4709.58,1
34.0,73.6,18,5.4,2,4361.75,1
23.8,91.7,14,0.5,2,2359.01,0
8.6,65.9,8,4.6,4,4343.54,1
42.6,91.0,2,7.6,3,5314.81,1
35.6,59.6,0,6.8,5,4419.66,1
39.3,95.9,9,0.6,1,1093.38,0
5.5,64.2,18,0.3,2,3408.62,0
21.5,69.6,17,5.4,4,5159.07,1
28.7,70.3,6,2.3,1,1123.57,0
3.5,57.0,9,1.2,2,1966.4,0
37.9,56.2,18,6.7,5,5627.42,1
21.0,99.0,18,6.7,2,4922.15,1
11.8,54.5,16,9.3,1,4756.63,1
12.1,93.8,1,8.8,5,7619.78,1
47.5,63.9,3,2.3,3,1331.82,0
23.9,74.8,8,9.7,1,6262.79,1
37.6,78.1,12,1.1,4,1162.63,0
11.8,93.1,12,0.1,4,1871.2,0
27.4,87.2,14,7.3,4,6117.19,1
3.9,87.4,16,9.1,2,5657.69,1
21.5,82.3,3,1.1,1,1182.21,0
25.6,98.0,13,8.7,3,6407.72,1
46.5,98.6,2,6.6,2,4300.4,1
19.6,53.3,2,5.5,5,4250.26,1
46.4,71.4,7,4.6,5,3443.31,0
23.1,92.1,16,3.2,3,2400.07,0
48.6,57.8,18,2.2,2,2523.91,0
39.0,70.8,11,6.2,2,4904.85,1
41.0,93.0,8,1.5,4,1704.78,0
49.1,50.0,0,0.2,5,680.43,0
12.9,80.0,18,9.2,2,6183.87,1
13.6,60.6,6,1.6,4,1884.64,0
47.8,94.9,14,2.9,3,2423.21,0
23.7,58.0,2,8.9,3,2331.9,0
19.5,77.2,7,6.9,5,5542.37,1
48.8,78.3,1,5.7,3,4153.58,1
27.9,85.8,15,6.6,5,5598.18,1
49.2,58.7,8,5.6,1,3051.06,0
26.2,67.9,3,3.5,1,2160.01,0
23.8,65.7,9,0.9,1,1472.39,0
2.2,78.7,4,0.6,2,0.0,0
36.5,82.6,13,8.1,1,6560.69,1
2.6,85.7,6,9.9,4,6762.47,1
20.7,94.1,11,6.5,3,4834.4,1
40.8,77.0,11,6.8,4,4013.37,1
3.8,95.2,3,8.0,1,3856.39,0
14.9,94.2,7,9.7,5,5415.01,1
14.9,96.6,13,1.3,4,1476.44,0
26.4,70.9,7,7.0,1,4748.41,1
2.0,90.6,13,2.3,3,2346.31,0
17.6,89.4,19,9.6,2,6594.74,1
0.1,77.6,16,2.6,5,4130.94,1
8.7,78.4,5,6.0,4,4302.8,1
24.5,78.1,19,1.7,5,3542.3,0
28.1,97.8,12,1.9,3,4517.8,1
22.9,62.3,17,2.1,1,2771.17,0
33.7,72.0,7,6.7,3,5030.53,1
6.0,95.1,19,7.2,4,4930.4,1
11.9,70.1,11,0.7,4,2074.95,0
43.8,88.9,15,3.3,2,3520.28,0
45.0,77.6,2,3.0,5,3096.19,0
8.1,73.1,1,8.8,3,7340.23,1
33.0,91.4,7,3.7,4,2904.27,0
13.5,90.4,1,6.2,4,4221.4,1
6.1,77.8,1,1.9,5,4091.6,1
44.7,59.7,13,8.6,3,5948.33,1
42.0,94.9,12,9.7,2,5968.42,1
29.8,84.4,18,9.8,5,6235.3,1
33.0,86.7,7,0.5,1,1352.62,0
27.7,51.1,16,4.3,3,5254.71,1
32.2,80.3,10,8.7,5,7334.37,1
11.6,85.5,4,4.7,2,4232.14,1
25.5,84.6,19,3.1,4,3840.71,0
5.1,62.0,12,8.1,5,5704.85,1
18.6,67.3,2,2.5,4,2142.31,0
8.4,88.9,14,6.0,5,6026.87,1
13.4,52.3,17,6.6,5,5646.16,1
11.1,61.8,12,6.3,4,4594.16,1
5.3,82.8,14,2.1,5,1459.1,0
18.6,52.9,11,8.2,3,6097.53,1
32.5,95.9,4,0.6,4,62.93,0
14.1,86.3,7,2.3,2,1618.28,0
21.7,97.9,14,5.7,3,5054.35,1
32.6,57.7,11,1.6,3,2687.19,0
33.7,50.2,13,6.3,1,2083.88,0
27.7,63.5,8,7.2,4,4839.59,1
29.0,52.3,12,9.8,3,5258.25,1
17.8,96.2,17,4.6,5,4122.06,1
49.2,65.9,17,7.8,2,6237.55,1
24.7,88.8,3,1.3,4,2422.38,0
19.4,93.1,15,9.0,5,7754.87,1
46.3,98.7,0,6.8,3,3401.17,0
12.1,66.7,1,4.9,4,3123.89,0
35.2,84.8,10,3.7,4,1929.08,0
40.6,80.9,7,5.3,5,3710.63,0
48.6,61.8,2,2.7,4,2577.85,0
5.1,98.3,11,8.2,3,4359.6,1
26.4,91.9,8,9.0,4,6482.17,1
25.8,86.1,10,8.9,1,6326.62,1
20.3,59.8,12,3.5,1,1318.59,0
9.5,50.5,4,7.0,3,4266.86,1
31.1,95.9,13,2.4,1,1514.2,0
44.9,82.5,0,1.7,1,0.0,0
25.6,67.0,17,9.6,5,6950.02,1
47.8,72.0,0,0.9,3,1490.22,0
29.2,70.9,15,6.1,4,3957.16,1
16.0,52.6,5,7.4,4,4771.84,1
35.9,77.4,18,9.6,4,8468.84,1
44.9,79.7,15,0.9,5,2243.16,0
19.8,82.7,4,0.0,4,2532.52,0
2.3,94.1,17,7.9,3,5960.32,1
31.0,64.2,10,2.7,2,1524.71,0
44.8,85.8,5,7.3,1,4219.8,1
41.2,50.2,15,2.4,4,4259.48,1
38.4,90.5,16,3.8,1,4684.7,1
6.7,55.8,2,8.9,2,5575.15,1
3.6,56.1,16,3.4,3,1739.04,0
22.6,68.4,14,0.6,5,2046.29,0
23.8,52.8,11,1.1,2,2156.06,0
26.2,69.3,0,6.6,3,3417.22,0
21.4,74.8,18,4.3,3,5129.7,1
47.3,82.3,4,2.5,5,4402.52,1
39.8,52.0,7,8.1,2,4108.95,1
33.4,94.8,3,9.1,3,5881.88,1
45.1,53.4,18,6.0,2,3770.89,0
23.9,77.8,3,6.5,4,5104.6,1
25.4,99.0,13,6.9,3,5544.21,1
45.4,95.7,15,3.5,4,4035.64,1
5.4,63.8,15,3.0,4,3375.82,0
27.5,95.7,13,8.0,1,4053.11,1
18.3,64.9,9,5.0,3,2782.95,0
34.2,64.2,16,0.1,4,1337.03,0
24.8,72.0,7,6.5,2,4038.1,1
0.8,79.5,1,4.8,4,2901.05,0
27.4,78.5,3,1.5,3,3322.32,0
44.2,86.6,12,6.5,3,4794.23,1
3.8,80.5,18,5.8,1,3711.08,0
38.2,75.4,12,7.0,4,6070.75,1
39.6,78.7,16,9.1,3,5918.58,1
7.2,59.6,14,9.8,1,2822.58,0
14.6,83.5,7,3.6,3,2188.44,0
12.9,52.9,3,8.4,1,5018.53,1
43.2,86.4,12,1.9,4,3114.27,0
8.3,56.2,3,7.8,1,4977.8,1
43.3,58.1,8,3.1,3,2942.24,0
2.4,61.6,8,0.8,3,370.87,0
23.7,76.1,10,2.8,5,3921.21,1
29.0,71.3,18,2.7,4,3209.04,0
8.2,56.8,1,5.6,3,3827.02,0
8.6,64.4,3,9.4,3,4314.06,1
48.6,73.0,16,0.2,4,1654.91,0
26.4,82.3,15,8.5,4,4616.76,1
40.2,86.5,3,1.9,1,1852.83,0
38.3,66.9,6,7.9,5,4913.79,1
25.5,67.9,10,7.2,3,3999.95,1
43.0,83.3,4,9.7,4,6168.25,1
43.9,82.1,14,5.6,3,3993.41,1
10.8,56.1,17,6.6,4,5679.28,1
9.7,52.2,16,0.8,1,974.26,0
13.9,95.6,16,9.3,1,6936.01,1
34.0,93.6,3,3.7,4,1830.02,0
11.5,77.8,9,3.0,5,2281.44,0
45.3,61.7,1,6.1,4,3293.53,0
35.7,87.5,18,3.7,2,3702.88,0
26.3,59.3,0,3.7,2,2136.7,0
11.0,67.5,13,4.7,5,4621.64,1
22.6,92.1,4,9.9,3,5329.54,1
49.6,80.7,2,3.9,4,2088.1,0
0.1,51.2,5,4.4,2,4892.85,1
47.4,80.1,17,6.3,5,5110.1,1
48.4,92.2,17,2.9,5,4992.46,1
40.5,90.2,13,6.9,2,5066.56,1
30.0,79.7,17,10.0,4,7149.72,1
46.5,87.4,5,5.0,3,3727.47,0
26.8,87.1,6,9.8,2,4294.23,1
28.5,87.4,14,9.3,4,6645.0,1
14.5,58.3,8,8.5,2,5912.66,1
32.5,93.8,1,5.9,2,3724.09,0
42.7,85.2,13,2.9,5,5079.49,1
40.1,64.9,7,2.2,1,940.67,0
8.0,64.2,19,2.9,3,1890.5,0
40.6,76.2,10,8.5,5,4159.8,1
14.0,56.0,4,5.2,2,2693.81,0
39.2,95.5,3,0.3,3,1431.2,0
8.6,84.3,18,7.1,3,5599.5,1
1.2,54.0,8,9.1,3,5538.99,1
39.4,80.9,14,7.4,4,4437.69,1
44.0,72.4,18,0.2,1,598.08,0
2.0,73.5,2,0.3,1,1648.13,0
16.3,59.8,8,9.5,4,6115.35,1
34.4,89.6,19,2.1,2,2207.42,0
39.5,91.1,4,4.5,3,3139.89,0
35.6,62.9,16,4.9,3,2980.8,0
4.6,89.3,6,1.2,3,1871.44,0
25.1,85.6,12,9.7,1,4858.53,1
28.2,75.0,1,2.6,5,2355.41,0
13.8,88.1,5,5.1,1,4216.95,1
37.0,79.9,14,6.8,5,4238.3,1
32.9,84.5,8,4.3,5,4255.9,1
2.7,88.6,14,4.3,5,3871.95,1
41.7,85.0,17,8.1,2,3847.52,0
33.3,59.5,16,9.3,1,8779.57,1
32.1,66.6,15,2.4,3,1266.3,0
31.5,59.5,5,7.1,1,3722.33,0
33.4,51.0,12,6.3,2,2432.21,0
2.2,93.8,16,0.2,1,1794.94,0
38.6,58.6,0,4.5,2,1906.19,0
24.8,97.8,19,4.9,4,4259.73,1
22.4,63.7,7,0.6,1,700.39,0
35.6,88.3,11,8.5,2,7284.21,1
26.8,83.4,0,6.9,3,3660.46,0
47.6,53.8,0,0.9,1,773.42,0
22.8,55.8,15,5.5,2,2806.4,0
27.7,65.2,6,4.9,1,2702.41,0
1.3,87.3,4,6.2,5,5012.69,1
38.7,96.3,11,3.8,4,4956.51,1
9.6,52.0,10,2.1,1,1066.74,0
16.2,71.4,17,2.5,3,3313.14,0
5.7,62.0,7,7.1,4,4635.45,1
42.4,65.6,10,1.6,1,1450.57,0
38.9,80.7,2,1.1,1,511.32,0
35.5,88.1,2,9.5,5,7261.43,1
41.6,95.3,13,9.5,2,6619.72,1
9.7,82.0,6,0.3,4,690.91,0
25.9,98.0,8,8.0,2,5977.52,1
3.7,88.0,2,9.3,1,4931.79,1
30.8,51.5,10,5.5,5,3790.62,0
41.8,77.7,9,3.5,3,2785.39,0
41.4,79.7,8,0.9,4,2855.16,0
0.5,88.5,6,2.1,3,1459.43,0
21.7,86.1,14,2.9,5,4387.19,1
3.3,54.1,9,4.7,2,4009.57,1
14.0,55.1,18,0.4,3,1578.96,0
39.1,51.9,19,5.4,3,5029.3,1
28.7,88.7,15,4.7,4,3595.12,0
17.9,92.5,17,3.1,3,3838.29,0
15.4,58.8,18,5.5,3,3996.98,1
25.7,87.0,10,3.2,3,4859.25,1
34.4,65.5,17,7.2,1,5374.4,1
4.7,91.0,2,6.4,2,4554.85,1
22.3,58.8,18,4.5,1,2828.58,0
19.7,86.8,19,7.3,2,4918.53,1
18.9,53.0,16,6.9,2,3936.88,1
45.6,64.0,1,5.4,2,5304.69,1
4.7,70.8,10,0.4,4,1955.56,0
33.7,72.4,4,9.9,2,7011.27,1
36.6,69.1,10,9.4,1,7012.15,1
39.8,50.5,1,1.7,1,2100.76,0
23.1,92.1,11,9.7,4,6638.65,1
30.5,51.2,1,6.0,4,3048.96,0
24.2,63.4,17,3.6,4,1707.84,0
17.5,73.2,17,7.2,5,6700.12,1
49.9,78.9,17,1.5,5,1369.87,0
40.5,91.5,17,1.2,5,4161.24,1
14.0,76.3,8,9.5,2,6207.74,1
19.1,92.1,18,7.3,1,5726.73,1
35.1,88.4,15,5.5,4,5513.58,1
6.1,96.5,6,9.8,2,7008.84,1
44.7,72.4,10,3.0,4,3624.8,0
23.7,71.3,6,0.8,5,2952.49,0
16.6,57.6,1,2.8,3,1242.26,0
16.7,98.7,7,0.3,2,3385.3,0
20.0,67.3,0,9.8,4,3982.74,1
36.7,68.3,14,7.9,3,4579.26,1
46.3,63.5,13,3.3,4,3059.3,0
5.4,66.9,8,2.1,3,1762.34,0
40.5,88.8,14,7.6,2,5125.55,1
36.6,51.7,14,6.3,3,2359.23,0
3.7,93.8,13,1.3,2,2084.19,0
40.3,91.9,14,4.0,1,2276.2,0
20.3,92.9,15,6.3,4,4509.62,1
26.2,56.8,10,7.4,2,4099.13,1
11.9,96.8,7,4.2,4,3211.97,0
8.1,51.1,5,9.2,1,3740.68,0
38.7,66.7,16,1.0,1,1986.42,0
35.9,99.4,6,8.3,5,7698.78,1
17.1,85.3,12,0.1,3,1420.85,0
16.3,71.1,7,1.8,4,2876.97,0
40.8,81.2,6,6.3,4,3288.81,0
24.4,64.4,19,0.8,5,2434.96,0
14.8,85.8,7,5.9,4,4280.05,1
7.9,79.4,16,9.8,2,7192.23,1
40.8,71.5,16,9.7,4,6640.49,1
5.1,91.1,14,1.5,4,2167.05,0
41.6,88.6,19,1.8,4,1896.07,0
5.3,67.1,6,4.6,4,4802.12,1
19.2,71.4,17,4.4,4,3003.67,0
13.6,81.1,12,4.9,4,4900.36,1
45.1,85.1,0,8.5,3,5217.22,1
5.6,94.3,6,6.8,3,3380.42,0
42.7,79.9,5,7.5,1,5022.75,1
13.5,76.8,0,2.5,2,2073.93,0
10.5,99.1,13,3.0,5,4130.07,1
20.8,90.4,17,7.9,4,5746.8,1
33.4,81.3,5,2.5,1,1603.15,0
15.4,58.3,7,9.1,3,6079.36,1
3.0,77.1,17,6.8,4,6592.98,1
10.1,98.3,3,9.0,3,5495.94,1
18.3,95.1,8,7.9,5,4080.43,1
32.6,79.0,16,2.6,4,3552.15,0
35.3,63.8,19,6.4,5,3980.21,1
31.8,94.5,9,1.8,4,2078.67,0
46.9,96.0,17,5.6,4,5132.73,1
19.3,70.9,1,5.3,2,2358.24,0
19.3,95.9,17,4.1,3,2877.13,0
26.3,59.4,11,9.9,2,5519.53,1
42.0,95.3,11,2.6,1,3205.51,0
23.2,57.6,2,4.0,1,2886.74,0
42.1,65.6,18,4.4,1,3595.07,0
48.2,67.6,19,6.6,4,4930.54,1
35.6,62.7,2,9.5,1,4148.85,1
37.9,56.5,11,7.3,3,6079.93,1
29.4,61.0,19,9.2,3,6155.27,1
45.4,57.9,8,6.2,1,4155.98,1
47.1,65.3,8,2.7,4,3545.54,0
18.2,88.7,6,7.3,3,3861.26,0
8.1,59.0,3,3.9,2,4062.92,1
32.3,53.5,4,8.9,2,4924.89,1
9.8,66.0,7,3.0,2,1807.93,0
2.8,99.0,6,2.5,5,3173.36,0
26.1,96.5,5,2.3,4,3351.91,0
9.5,91.4,3,2.6,5,2955.44,0
4.5,79.9,10,8.5,3,5050.5,1
3.4,51.6,0,4.1,4,3549.93,0
23.7,65.7,18,4.4,4,4565.79,1
23.7,92.2,1,5.6,3,5883.9,1
23.9,89.5,6,3.0,5,2991.13,0
41.5,58.7,9,6.8,5,6337.45,1
36.9,85.1,19,3.1,3,4169.0,1
24.4,65.1,12,8.1,2,3583.38,0
36.4,78.5,1,4.4,2,4262.05,1
9.9,51.6,3,3.4,3,2093.59,0
33.2,77.5,17,5.3,1,1368.11,0
9.7,83.4,8,2.9,3,3655.81,0
11.3,58.2,7,8.5,5,4889.31,1
25.6,81.9,5,9.4,1,6800.12,1
9.5,93.4,19,2.5,4,3315.57,0
33.1,96.3,7,2.7,4,5913.67,1
25.7,94.5,18,1.8,1,2466.14,0
37.1,88.4,8,1.3,5,2239.83,0
4.8,76.2,4,4.4,4,3542.12,0
9.6,56.7,9,5.7,1,3087.24,0
9.5,86.7,3,9.6,5,4131.06,1
14.9,58.0,14,7.1,5,6381.07,1
16.3,88.3,4,3.5,2,953.33,0
9.0,97.4,4,8.8,5,5865.7,1
15.5,82.4,11,3.1,1,2316.57,0
38.5,93.1,2,9.3,1,4702.3,1
31.0,90.7,6,3.3,2,4452.74,1
21.8,53.3,19,0.2,3,1085.79,0
21.0,80.1,1,3.6,2,3671.0,0
21.0,79.8,3,6.2,1,4033.87,1
45.4,52.1,13,3.9,4,2151.88,0
25.1,66.0,8,4.1,2,2658.55,0
27.0,59.9,11,3.3,4,1355.9,0
40.8,63.1,2,1.7,5,712.85,0
21.3,99.8,3,6.5,5,5656.25,1
25.3,54.6,3,0.7,1,1633.23,0
49.1,58.1,14,3.5,5,3842.72,0
10.7,58.8,10,5.0,3,2516.55,0
49.6,73.9,6,9.4,3,3680.55,0
6.8,66.6,17,0.4,4,4301.52,1
23.5,84.1,16,9.8,4,5492.61,1
17.0,56.2,11,4.9,1,2427.81,0
9.1,98.0,19,8.3,5,6798.68,1
16.2,82.7,9,6.2,5,2531.78,0
36.0,50.1,4,2.3,4,2609.77,0
12.6,89.9,7,6.3,5,5018.32,1
37.4,92.2,3,5.4,1,4256.74,1
38.9,98.6,10,2.9,5,5547.46,1
10.8,73.2,1,7.2,4,4438.32,1
36.7,73.3,9,2.8,3,1921.52,0
43.4,98.5,1,7.3,4,5408.01,1
28.2,58.9,13,3.0,3,2950.61,0
5.3,60.9,17,2.7,1,2316.14,0
36.9,88.1,15,4.7,4,3576.3,0
36.8,97.1,6,1.0,2,1610.97,0
19.4,85.7,1,2.9,5,3823.71,0
12.1,94.6,0,4.3,5,3306.93,0
20.5,50.3,18,1.8,3,2485.49,0
10.0,77.9,16,7.2,1,4235.59,1
9.8,72.3,7,5.2,4,2171.14,0
34.2,99.2,18,2.2,3,3552.21,0
8.7,92.0,17,9.8,4,7290.34,1
18.8,87.0,15,4.6,5,3451.08,0
19.3,78.7,19,5.7,1,4086.89,1
39.0,96.7,7,3.7,5,3712.23,0
49.2,74.9,2,3.8,4,3059.14,0
9.8,72.7,10,8.7,4,5063.88,1
19.2,93.4,16,3.7,5,2853.02,0
13.8,74.9,10,6.2,2,5444.76,1
39.0,99.6,6,6.0,1,2540.99,0
26.8,64.3,16,1.0,3,426.59,0
7.8,64.3,5,5.2,4,4134.0,1
27.2,84.2,7,5.2,3,4927.89,1
28.2,95.5,11,4.9,5,4008.01,1
16.3,60.7,1,4.7,1,3451.4,0
4.2,93.4,5,7.4,4,5102.91,1
46.4,54.1,0,3.0,1,2456.32,0
4.8,53.1,15,2.7,2,1493.24,0
14.9,50.3,11,4.3,1,3192.65,0
4.7,83.9,18,0.5,4,3355.03,0
18.6,73.9,17,2.1,2,1777.83,0
28.0,99.5,8,9.0,2,5959.5,1
2.3,70.5,5,9.1,4,5800.64,1
34.8,50.3,4,7.4,1,2849.02,0
2.8,91.8,5,2.2,1,2376.4,0
29.8,78.2,3,4.5,2,3091.6,0
11.0,84.4,1,4.8,1,3073.51,0
48.2,98.8,4,7.2,5,6186.04,1
19.6,76.7,17,7.6,3,6500.42,1
43.1,75.0,0,0.6,1,666.9,0
20.9,75.6,9,8.9,5,7315.77,1
2.0,59.8,9,4.7,1,2437.07,0
36.1,69.6,18,5.9,5,3683.53,0
25.0,67.9,18,2.8,5,3856.99,0
20.3,57.7,18,9.7,3,5937.16,1
43.3,73.9,7,5.1,1,3170.67,0
35.5,92.1,5,8.0,5,5457.86,1
33.6,65.0,7,9.2,1,4461.0,1
11.7,80.5,6,6.5,2,3467.94,0
20.6,92.0,4,6.4,4,3868.63,1
43.7,80.0,9,3.5,4,3970.17,1
48.6,80.9,19,3.9,2,1557.54,0
10.9,72.6,17,3.4,2,4848.57,1
26.9,85.8,5,8.3,2,5991.76,1
23.2,59.2,19,2.0,5,3891.32,1
41.4,87.7,9,2.1,4,1962.58,0
42.4,61.0,19,3.3,3,2518.57,0
3.9,84.4,18,0.6,5,3607.88,0
37.1,85.4,16,6.1,5,5076.72,1
22.8,70.5,17,4.3,5,3118.02,0
25.6,93.3,11,5.6,3,4205.23,1
19.0,70.5,14,1.8,4,4205.74,1
1.5,81.3,1,8.6,1,5278.72,1
6.6,75.5,7,3.8,3,1844.53,0
30.1,78.0,2,9.8,1,4994.45,1
39.5,84.2,5,2.5,4,1723.52,0
28.8,91.6,10,1.8,5,3702.07,0
12.0,56.6,8,5.1,1,2047.91,0
21.4,71.9,2,4.1,3,1209.65,0
41.7,85.0,7,2.5,2,4008.58,1
42.9,64.4,1,3.7,1,2226.75,0
3.5,61.3,2,6.6,1,3429.78,0
3.2,59.2,3,6.2,1,4686.25,1
21.8,65.3,19,4.2,3,3512.04,0
7.9,54.3,12,1.2,5,1469.26,0
27.6,72.5,12,7.0,2,4946.5,1
16.2,54.0,6,6.1,1,3117.97,0
7.2,51.9,11,8.4,5,4786.65,1
44.8,73.7,11,5.1,3,5054.41,1
11.0,57.7,6,5.9,5,6084.38,1
24.1,84.4,6,8.6,1,4246.64,1
43.3,58.0,4,3.7,1,1529.21,0
25.4,81.4,0,7.7,3,3283.47,0
11.1,67.4,9,2.7,4,3779.27,0
17.5,63.1,6,7.0,5,3713.18,0
45.5,66.7,9,7.9,3,5459.71,1
47.0,67.1,9,5.9,5,4892.01,1
35.2,95.3,7,3.4,3,2205.0,0
49.7,76.1,7,5.2,3,5504.73,1
25.1,61.7,5,8.3,3,5152.18,1
30.4,61.1,4,9.8,2,6492.04,1
14.3,92.1,11,9.8,5,8610.22,1
1.2,68.8,17,2.0,5,1734.51,0
1.3,54.8,12,6.6,4,4439.38,1
48.3,66.5,4,7.4,2,4303.32,1
12.2,59.1,17,8.9,1,4107.33,1
38.6,55.9,9,4.5,3,3267.66,0
4.3,83.7,4,3.4,2,4584.7,1
7.7,78.6,6,5.2,2,3057.11,0
37.9,87.3,4,4.3,4,2998.55,0
24.1,76.5,5,0.8,5,3779.87,0
16.9,95.5,18,9.1,5,5744.18,1
40.0,80.8,15,8.0,4,4355.73,1
32.3,54.0,15,3.6,1,1587.35,0
33.6,65.2,17,7.5,4,4292.56,1
34.6,50.6,5,7.0,4,5096.68,1
45.6,99.6,5,3.4,4,2752.61,0
38.5,55.2,1,2.1,2,1539.04,0
4.7,84.1,9,1.3,3,2914.66,0
9.2,93.3,12,1.9,3,2768.97,0
24.6,94.7,4,1.4,1,580.08,0
43.6,57.4,18,8.0,5,5455.15,1
44.4,73.5,13,5.1,5,4992.62,1
15.0,64.7,5,5.6,1,5053.54,1
24.1,91.2,11,3.9,1,4860.65,1
27.8,53.1,18,2.6,2,2982.69,0
4.8,77.5,18,9.1,5,5279.74,1
5.0,60.4,12,3.7,5,3866.58,1
15.5,86.9,17,3.4,3,3780.51,0
47.7,51.4,9,6.1,3,4057.73,1
31.9,92.2,1,5.5,1,3776.96,0
3.2,51.0,11,5.4,1,2848.85,0
1.5,57.0,7,8.1,3,5879.3,1
39.1,74.3,18,8.3,4,6457.19,1
22.6,65.8,12,6.4,4,5570.41,1
6.4,89.4,9,8.7,4,3924.69,1
2.0,76.0,0,1.4,5,327.3,0
32.6,51.5,2,1.9,1,504.36,0
1.7,85.7,3,9.8,1,6057.15,1
34.3,75.9,6,6.8,1,1213.14,0
7.6,75.6,16,1.7,3,1156.31,0
6.0,56.3,12,9.4,3,5581.36,1
45.3,94.5,5,6.2,5,4468.78,1
33.2,57.0,15,1.3,3,1316.42,0
24.2,53.1,8,4.3,3,3846.39,0
14.2,62.8,15,3.7,1,3078.56,0
28.9,51.0,4,2.8,4,1456.29,0
12.6,58.1,6,5.9,1,1884.22,0
27.1,80.5,2,2.4,1,2037.49,0
17.4,64.9,0,6.7,5,5062.67,1
12.6,53.3,7,9.5,2,6374.92,1
1.1,62.5,11,5.4,3,4784.67,1
17.6,50.3,17,4.1,5,2915.02,0
39.8,68.6,5,7.0,3,4333.99,1
4.9,56.7,18,6.8,2,4572.68,1
1.7,63.8,13,1.6,1,1985.25,0
49.8,59.7,1,8.6,1,4334.91,1
25.1,76.2,7,6.6,1,3726.86,0
34.0,89.1,15,0.5,3,3092.28,0
43.1,81.5,6,9.9,1,6187.37,1
28.9,50.1,13,9.2,4,5550.37,1
8.8,96.2,8,9.8,1,6241.0,1
15.3,87.7,17,2.6,2,2372.11,0
22.2,71.8,17,6.4,3,5393.73,1
36.3,69.1,3,3.5,5,2666.9,0
47.0,80.5,16,1.6,3,2524.68,0
32.7,56.0,3,6.5,2,3810.83,0
16.0,52.4,2,4.1,4,2704.44,0
2.1,50.1,4,6.7,3,3171.16,0
3.2,62.7,13,0.2,4,2820.72,0
25.5,84.5,5,4.9,4,3151.09,0
6.9,65.3,1,6.5,2,5260.7,1
21.9,78.7,5,0.6,5,3147.86,0
33.1,79.6,9,1.8,3,2945.45,0
18.5,60.6,17,0.3,2,1904.99,0
8.5,54.1,19,1.7,1,3065.17,0
46.5,87.8,15,5.0,5,5632.71,1
37.5,60.6,6,9.3,1,4611.96,1
36.5,58.8,10,0.8,3,444.56,0
31.1,72.6,2,7.2,3,2638.15,0
7.7,75.6,8,8.7,4,5811.72,1
19.3,51.8,15,1.8,5,2512.72,0
0.9,71.5,3,0.3,4,688.9,0
10.1,79.5,13,1.0,1,108.7,0
1.7,58.4,9,9.1,4,6017.33,1
14.0,69.0,12,4.4,1,3292.91,0
0.1,87.2,8,0.2,2,942.82,0
22.2,96.8,8,0.6,2,2858.98,0
17.7,54.7,14,6.4,3,5420.89,1
39.0,93.0,18,2.5,4,2731.61,0
2.3,72.0,9,4.6,1,4400.06,1
34.1,82.4,5,4.5,4,4239.29,1
27.0,69.8,7,4.9,1,2812.03,0
10.5,67.9,11,5.3,3,4272.69,1
40.2,54.9,16,9.9,4,8137.45,1
46.4,50.3,4,5.5,4,5667.91,1
11.0,62.0,19,7.1,5,5005.52,1
28.6,73.3,4,7.6,3,4584.54,1
26.0,78.2,19,5.3,1,3149.95,0
47.0,62.3,3,9.7,5,5736.67,1
29.4,92.0,12,7.2,5,4705.83,1
33.3,51.0,12,5.4,4,3057.22,0
34.2,61.0,1,8.0,3,5383.74,1
41.3,73.9,8,9.2,5,4817.74,1
16.3,84.1,9,5.5,5,5487.05,1
16.4,57.2,4,5.9,3,5660.7,1
23.6,57.2,14,0.6,1,1603.32,0
33.2,57.4,17,2.3,4,3635.09,0
49.9,89.0,10,2.9,5,3095.48,0
43.4,88.7,17,1.3,1,1778.92,0
33.4,72.4,5,8.6,4,6589.83,1
18.6,87.8,1,8.1,4,4859.61,1
38.8,53.3,9,4.1,5,4149.5,1
16.6,73.2,12,0.4,1,1654.83,0
40.4,89.8,19,1.0,5,2622.96,0
32.8,61.0,7,2.4,3,1934.52,0
33.0,92.2,6,4.9,5,3104.3,0
21.7,93.5,2,3.1,2,1645.6,0
