years_experience,education_level,age,performance_score,city_tier,salary,high_earner
26.9,5,55,3.36,2,155388.95,1
7.4,1,36,7.62,1,60729.17,0
2.0,4,47,2.23,2,54817.52,0
25.7,2,40,5.22,2,122229.59,1
10.8,4,45,0.68,1,90794.04,0
8.5,5,28,9.47,1,73543.83,0
27.1,5,35,3.89,1,152492.23,1
22.7,2,45,1.15,1,95102.09,1
7.3,1,49,3.82,3,43328.71,0
23.0,3,45,9.85,3,125097.38,1
4.4,4,55,8.58,3,74764.75,0
26.7,2,42,1.66,3,110774.66,1
7.3,3,33,9.33,3,73637.83,0
8.5,2,32,2.81,2,50441.48,0
16.9,3,42,9.04,3,113359.14,1
17.3,1,31,7.91,2,86989.98,0
15.9,1,35,7.49,1,90736.86,0
14.8,2,39,0.67,1,80645.91,0
4.4,4,22,3.66,1,64959.83,0
28.2,3,49,4.65,1,147948.37,1
1.7,3,34,1.55,1,31240.62,0
1.2,5,44,5.89,1,65823.01,0
24.2,1,32,5.24,3,101861.19,1
3.7,4,29,8.64,2,63858.22,0
24.5,3,43,7.9,3,134448.94,1
12.4,4,54,2.09,1,77358.77,0
0.3,5,24,5.83,1,57858.02,0
28.5,1,59,1.24,1,110093.22,1
22.8,4,52,1.87,3,126660.11,1
19.7,2,49,5.9,3,109200.62,1
26.2,3,25,8.11,2,145649.52,1
2.8,1,57,0.3,1,20000.0,0
9.5,4,55,9.54,2,82352.37,0
25.8,4,45,1.35,3,130904.56,1
27.8,5,46,4.21,2,150480.39,1
3.9,2,30,0.56,3,20000.0,0
13.8,2,20,6.65,1,81150.85,0
20.8,4,50,7.15,2,129163.52,1
27.9,2,22,8.56,3,135873.4,1
13.4,3,29,1.47,1,66848.85,0
4.9,1,39,2.22,1,32742.89,0
15.8,4,23,6.74,3,123702.24,1
12.4,5,49,5.04,2,95430.74,1
29.7,1,46,7.75,3,142607.83,1
17.9,3,51,7.19,2,102352.64,1
28.8,3,24,1.03,2,144070.53,1
14.0,1,23,6.95,2,87428.65,0
29.1,3,53,5.9,1,146819.85,1
27.3,3,42,6.33,3,138365.62,1
27.6,2,37,6.75,3,135041.7,1
27.1,5,40,4.5,1,157297.63,1
2.8,4,21,0.46,3,30040.49,0
22.1,1,26,6.66,2,105696.75,1
11.9,3,54,1.51,3,58840.84,0
0.4,3,59,8.23,3,47188.44,0
7.5,3,56,2.32,2,77142.89,0
3.7,1,33,6.2,3,32081.38,0
4.2,2,56,0.63,2,29331.21,0
25.5,4,52,8.21,2,140332.07,1
23.9,4,41,2.74,1,111713.57,1
29.8,4,59,4.79,2,165725.74,1
7.1,1,28,7.45,3,52730.52,0
24.7,4,58,9.27,3,153188.06,1
12.8,5,32,1.26,1,129053.23,1
1.1,2,55,8.62,3,34324.05,0
3.0,4,42,4.25,3,58172.67,0
9.4,5,35,0.03,3,73957.8,0
19.7,2,46,4.77,3,92397.68,1
6.7,1,24,5.74,1,46420.65,0
10.2,4,21,5.36,2,84143.66,0
25.2,5,30,1.6,2,126995.74,1
19.2,4,56,0.4,2,103582.35,1
3.0,4,47,9.98,2,55919.17,0
25.8,2,27,6.56,1,146268.0,1
1.4,3,39,0.54,3,31103.38,0
9.0,5,49,8.12,1,98413.43,1
20.0,2,44,4.0,3,115404.27,1
11.1,2,48,9.75,1,76308.18,0
23.0,5,56,10.0,3,162466.65,1
11.0,2,37,7.99,3,80810.39,0
23.3,2,54,9.23,3,126704.76,1
6.3,2,49,9.45,1,63161.9,0
22.9,3,39,2.16,2,129013.45,1
10.8,1,49,8.03,2,75216.74,0
2.8,5,20,7.76,2,48839.62,0
6.5,2,30,8.52,3,61269.33,0
13.4,5,30,8.95,3,101526.74,1
2.7,2,20,4.36,2,45086.17,0
9.4,1,57,7.03,1,69975.81,0
9.0,1,20,6.42,1,35877.8,0
0.8,2,24,2.69,1,33339.27,0
9.4,1,51,5.26,3,63169.88,0
15.7,5,20,1.29,1,111643.7,1
13.3,1,44,1.47,3,60801.05,0
19.0,2,35,9.23,2,99176.39,1
19.8,5,21,0.61,2,123453.77,1
1.3,5,35,6.36,1,62877.28,0
9.0,4,52,1.69,3,65515.7,0
18.0,3,52,7.2,1,128676.63,1
13.0,5,24,3.39,2,103665.7,1
9.4,1,20,7.11,2,38218.41,0
11.6,4,37,3.87,3,103967.6,1
14.0,5,54,8.33,2,86889.16,0
20.0,3,56,8.16,3,134605.4,1
19.3,3,49,9.82,3,126745.52,1
16.9,1,37,2.79,2,79854.29,0
26.6,1,38,5.28,3,126697.37,1
26.3,3,57,7.18,1,157429.94,1
20.3,4,24,6.06,3,125682.89,1
23.3,1,45,2.01,3,111763.13,1
15.2,5,42,7.14,3,119763.61,1
20.9,2,32,9.31,1,137097.61,1
25.3,4,43,7.57,2,155175.76,1
0.6,3,47,8.48,1,47281.86,0
10.7,2,20,4.4,3,63961.53,0
3.2,3,50,3.69,3,49899.71,0
9.1,1,53,0.35,3,51471.26,0
5.9,5,50,1.38,3,45287.7,0
30.0,4,32,2.82,2,145789.14,1
18.4,4,21,0.46,1,102268.42,1
8.0,5,22,2.0,2,85499.42,0
3.3,2,57,3.15,3,28220.88,0
23.0,3,49,6.18,3,147608.14,1
2.4,5,36,8.3,3,67178.29,0
29.3,4,27,5.96,1,141001.09,1
26.8,2,23,1.32,3,118452.44,1
25.0,1,33,4.17,1,106051.2,1
6.2,4,36,0.08,1,50176.28,0
22.1,1,36,0.01,2,91573.62,0
23.2,2,30,9.71,1,130646.46,1
24.5,4,22,7.29,1,149928.74,1
15.4,4,38,4.08,3,98964.7,1
19.7,2,52,4.61,1,93715.19,1
15.9,4,30,9.0,2,132991.26,1
9.0,2,26,5.75,1,63068.22,0
13.1,3,21,4.55,1,85525.76,0
18.4,3,32,0.54,2,99837.33,1
12.4,3,55,1.44,1,75012.1,0
26.0,2,53,0.56,1,107066.16,1
24.2,2,44,2.56,1,101936.2,1
1.1,3,27,5.23,2,41994.87,0
24.1,1,23,1.17,3,96644.23,1
13.2,4,50,8.07,3,79569.75,0
3.8,5,57,7.43,1,57090.47,0
17.8,2,43,7.75,3,85202.43,0
27.0,5,27,8.53,2,151617.71,1
2.2,5,25,0.15,2,50394.18,0
18.2,3,46,4.55,3,107641.34,1
27.2,5,27,3.61,3,145993.52,1
14.5,3,32,5.39,2,93795.07,1
13.4,1,38,5.23,2,76097.57,0
11.9,2,37,7.55,1,79582.61,0
26.5,5,38,6.33,2,153570.57,1
29.3,5,56,1.51,1,158068.75,1
3.7,1,23,5.33,2,28251.68,0
11.5,1,41,4.6,1,58766.99,0
7.8,5,22,0.01,2,59887.85,0
18.3,5,35,7.66,2,107898.65,1
11.9,4,45,7.29,2,104730.58,1
9.9,1,52,5.62,1,43141.88,0
15.0,1,39,5.75,2,78980.97,0
25.8,2,52,0.38,1,131671.63,1
5.7,5,30,0.06,2,72824.3,0
10.2,4,33,7.48,3,103726.76,1
17.8,1,45,7.81,1,107209.07,1
22.8,3,26,0.0,2,96846.78,1
14.3,5,40,3.28,1,99048.61,1
13.7,5,39,5.83,3,116746.79,1
25.3,3,34,1.96,2,125451.96,1
21.5,2,43,5.18,1,116393.4,1
20.3,3,44,5.86,2,91393.6,0
18.6,2,56,0.29,1,95360.89,1
15.7,5,54,6.08,1,113487.9,1
5.1,3,38,0.01,1,45757.12,0
28.6,3,36,7.49,1,172465.56,1
12.9,4,43,8.95,2,86501.26,0
4.4,1,28,6.4,1,20000.0,0
12.1,4,29,3.24,1,102985.8,1
21.0,3,24,0.5,2,105974.41,1
8.1,2,33,3.72,3,55977.76,0
29.7,1,53,5.99,3,125666.97,1
5.3,1,42,4.19,2,41313.67,0
24.2,2,38,7.26,3,106418.49,1
6.0,4,37,6.96,3,95499.08,1
5.4,2,54,4.12,3,31572.37,0
12.8,2,22,2.02,1,81434.03,0
19.1,1,31,6.42,1,106559.64,1
10.0,3,38,1.61,2,60678.62,0
26.6,3,25,6.64,1,135363.91,1
5.5,5,29,6.5,2,71249.78,0
26.3,2,31,6.76,2,122699.75,1
1.1,3,29,5.36,3,39522.83,0
15.0,1,26,5.81,3,67070.54,0
7.1,1,33,9.48,2,76552.24,0
13.4,2,30,2.63,2,79348.14,0
1.9,2,50,7.06,2,53030.91,0
6.3,4,39,3.11,2,43714.46,0
23.3,3,57,1.97,3,96090.98,1
16.8,4,55,4.03,1,117267.15,1
4.1,3,24,3.92,3,49382.84,0
25.5,2,36,3.39,1,122069.02,1
25.5,2,42,0.84,3,111884.6,1
19.9,3,38,5.04,2,105374.55,1
20.4,1,24,5.82,2,86946.44,0
9.9,3,27,7.87,2,82121.26,0
1.2,5,27,7.9,1,72711.26,0
29.2,1,44,9.06,1,136088.01,1
17.6,1,52,3.77,2,83973.13,0
24.5,3,40,2.1,1,121227.97,1
29.0,1,32,2.09,3,135525.77,1
14.7,1,32,4.96,2,72661.14,0
27.4,1,43,1.76,3,115902.75,1
26.6,3,24,2.28,1,124204.5,1
10.4,3,57,5.9,3,83610.81,0
11.7,1,54,4.84,2,57638.86,0
24.1,5,28,0.22,3,147460.75,1
2.0,2,36,8.58,1,37810.44,0
22.4,5,50,2.5,1,135515.47,1
20.8,5,55,4.37,2,131324.18,1
13.4,1,38,0.93,3,66522.09,0
29.1,3,30,0.43,3,136406.3,1
0.5,2,25,7.76,1,40027.01,0
18.1,3,33,9.73,3,109771.27,1
6.0,1,43,7.12,3,49274.22,0
23.2,5,35,8.42,3,154430.61,1
0.6,5,30,2.59,2,42519.54,0
12.8,2,50,6.0,1,73489.14,0
29.6,5,59,7.72,2,183635.3,1
2.7,1,50,8.56,2,33534.11,0
17.1,3,26,2.19,3,92973.38,1
16.1,3,25,9.79,2,109323.41,1
9.7,5,55,0.14,2,67643.39,0
20.8,1,26,4.57,2,112550.71,1
4.1,4,24,3.39,1,60079.37,0
21.8,5,40,8.94,1,152905.41,1
26.5,3,33,3.2,2,144510.67,1
16.0,2,26,5.3,3,67680.61,0
24.3,4,36,3.81,3,133798.15,1
8.7,1,33,2.43,1,51226.09,0
21.0,1,26,7.1,3,103120.76,1
2.6,4,21,2.8,2,35081.45,0
24.5,5,41,2.87,2,146183.2,1
12.6,5,40,8.68,1,113931.86,1
28.4,4,20,3.99,3,142716.98,1
28.7,4,35,7.01,2,161554.03,1
17.9,3,31,7.0,3,106517.27,1
2.9,2,22,9.27,3,49250.8,0
2.6,1,45,5.7,2,20000.0,0
5.4,3,29,2.43,2,53260.65,0
15.8,4,38,3.71,2,87696.35,0
21.2,5,53,5.03,2,127297.56,1
15.1,3,31,5.54,1,87484.98,0
17.9,3,50,2.53,2,95869.6,1
11.6,3,40,2.07,3,71071.68,0
15.3,3,35,7.67,1,91315.64,0
9.8,3,55,4.25,1,59962.87,0
21.5,4,44,3.58,3,136580.55,1
18.6,1,35,3.99,3,88591.57,0
11.6,5,59,8.71,1,92225.86,1
0.3,2,55,3.05,1,23811.86,0
28.7,5,41,6.96,2,167718.24,1
9.7,2,20,4.74,1,61721.06,0
17.1,5,44,3.7,2,115536.16,1
2.5,3,34,4.85,1,53761.27,0
13.7,4,57,4.35,3,106212.85,1
20.6,5,39,2.28,3,124523.58,1
5.8,3,26,9.3,2,66370.73,0
1.6,3,50,1.21,1,35063.04,0
2.5,1,31,1.41,1,20000.0,0
25.0,3,44,6.62,2,139436.93,1
28.6,1,43,8.99,3,141585.39,1
19.0,1,29,3.3,2,95577.55,1
3.4,5,46,5.27,2,59978.79,0
2.3,4,30,2.79,3,52749.84,0
17.2,5,21,1.79,1,128023.08,1
24.8,2,55,6.83,1,131885.59,1
17.4,2,32,0.66,3,85544.65,0
6.2,1,22,0.47,1,41447.92,0
23.4,5,20,1.95,3,135051.18,1
17.3,2,41,7.52,1,103550.05,1
16.6,3,22,9.37,1,117074.24,1
21.9,2,20,3.23,3,117796.7,1
20.2,5,34,8.64,3,126576.74,1
10.2,3,23,9.72,2,86714.84,0
17.5,3,34,6.53,1,95343.7,1
29.0,2,27,5.0,1,130310.6,1
10.3,4,41,0.96,2,79702.1,0
10.7,1,54,1.6,3,33813.61,0
9.4,2,44,5.38,1,70988.57,0
19.2,4,40,8.24,2,128055.27,1
3.8,5,40,6.01,2,71929.38,0
18.1,2,34,1.33,3,103124.66,1
23.9,4,26,7.42,3,144013.43,1
13.3,4,47,1.15,1,78336.35,0
3.8,5,30,6.32,2,96976.29,1
29.1,5,26,0.28,2,142035.18,1
18.1,3,54,7.04,3,99801.3,1
15.3,5,40,8.61,1,111747.3,1
6.5,5,51,2.02,2,61977.56,0
3.9,2,54,9.96,3,47353.62,0
21.1,1,29,9.2,2,104185.6,1
12.5,3,57,4.9,1,72935.04,0
13.9,4,23,7.41,3,86469.19,0
15.7,3,49,3.71,3,82340.2,0
3.0,2,59,6.97,3,35733.96,0
21.1,1,42,1.53,1,96322.84,1
18.0,1,38,9.2,1,93254.12,1
18.8,4,36,5.09,3,96804.79,1
14.8,5,25,7.28,2,117635.39,1
1.8,3,57,6.73,1,45716.37,0
7.6,3,41,4.35,2,60490.87,0
1.2,1,34,9.32,3,21930.7,0
19.5,3,36,1.89,3,95841.6,1
25.6,2,43,8.4,1,144178.81,1
13.8,2,53,8.97,3,85935.56,0
5.0,4,49,4.62,2,61403.15,0
16.2,1,56,2.76,3,55596.33,0
0.8,4,59,7.77,1,51922.73,0
18.0,5,28,7.48,2,110037.88,1
24.2,4,32,7.47,1,142622.65,1
25.7,5,36,0.7,2,147661.65,1
24.0,1,52,1.32,2,105776.68,1
25.2,5,31,6.67,1,150207.7,1
19.6,2,59,2.41,1,94610.21,1
25.1,3,24,7.28,3,143487.34,1
22.6,4,58,9.97,3,137782.46,1
28.0,5,37,3.2,3,151774.47,1
2.9,4,47,8.79,2,66982.3,0
4.3,2,31,2.31,1,43277.35,0
10.4,5,28,7.81,3,106234.57,1
21.8,2,46,1.64,1,91352.79,0
3.8,1,34,8.45,2,20064.39,0
9.5,4,34,3.27,1,85188.14,0
2.1,4,40,0.95,1,39254.14,0
10.8,5,47,0.28,3,77395.25,0
23.1,3,52,6.85,1,129980.38,1
26.8,2,57,9.87,1,132384.03,1
6.1,3,47,5.76,3,65567.39,0
17.6,5,22,0.28,1,125269.37,1
3.2,3,29,7.7,2,38710.64,0
11.9,3,46,3.31,3,66854.33,0
24.9,5,39,1.48,3,140172.62,1
19.6,2,59,4.47,3,92675.69,1
26.7,3,46,6.29,2,143120.04,1
5.5,2,22,6.19,3,51493.12,0
15.2,3,55,5.59,1,107952.97,1
16.9,5,49,3.66,2,98769.73,1
6.0,1,50,0.0,2,43296.87,0
23.2,1,59,7.52,2,113194.34,1
6.2,5,34,0.12,3,73547.34,0
1.9,5,26,0.76,3,36482.92,0
2.4,4,24,0.7,2,44363.51,0
18.1,1,27,6.86,2,82042.89,0
22.5,1,21,7.69,1,107779.25,1
27.8,1,54,9.92,3,128150.61,1
17.6,4,44,2.14,1,111227.32,1
16.9,1,38,9.26,2,86883.98,0
19.3,4,22,3.33,1,122749.87,1
1.1,1,22,4.9,3,20000.0,0
22.3,3,22,5.08,1,119678.33,1
6.4,4,48,1.47,3,50596.37,0
0.3,2,55,0.12,3,24894.15,0
10.8,5,24,4.86,3,96948.04,1
15.7,5,47,7.67,1,129977.04,1
12.0,1,33,5.05,1,65110.78,0
29.4,3,46,1.23,3,151855.95,1
2.8,4,39,4.83,1,60657.34,0
3.1,1,57,8.31,3,42885.99,0
14.6,3,49,0.94,1,89120.59,0
3.0,5,30,2.54,1,42056.24,0
17.6,1,32,0.11,3,70692.95,0
10.6,3,44,2.37,1,68916.22,0
3.2,1,47,4.0,2,29796.98,0
23.4,3,21,0.69,3,110564.68,1
15.1,4,23,0.45,3,92962.05,1
27.7,1,30,9.7,2,155354.48,1
5.4,3,49,6.02,3,68077.23,0
9.4,1,44,9.96,1,73532.27,0
14.7,1,32,5.18,1,64656.68,0
28.5,3,30,5.0,2,138174.9,1
3.6,3,35,3.95,3,51239.62,0
8.2,4,47,7.15,1,84028.38,0
30.0,4,20,2.59,2,150614.75,1
20.5,5,58,1.33,1,122362.48,1
15.0,1,31,8.56,2,79049.64,0
24.4,5,58,8.83,1,142618.41,1
11.1,3,59,3.07,3,76268.33,0
14.0,5,49,1.22,1,95692.77,1
14.2,1,44,2.07,2,56556.9,0
0.4,5,50,2.97,1,44839.79,0
19.9,1,49,7.21,3,113758.45,1
26.1,4,44,5.45,2,144623.37,1
2.1,3,26,4.1,2,46087.06,0
2.6,5,51,0.74,2,45883.84,0
17.8,1,43,4.94,1,84007.63,0
18.3,4,34,4.63,1,111607.4,1
8.4,5,22,3.71,3,75818.65,0
8.8,4,50,8.67,3,84693.89,0
6.6,3,29,3.52,2,41144.15,0
3.1,1,21,6.11,2,28516.52,0
26.1,3,26,8.72,3,140340.37,1
9.3,1,52,3.69,2,50003.02,0
13.3,2,51,9.94,3,96893.59,1
19.3,3,58,7.78,2,111669.48,1
19.3,1,34,7.24,1,100821.3,1
12.1,4,55,8.47,1,92354.32,1
29.7,1,45,7.07,2,124392.89,1
23.5,4,29,7.91,3,119684.34,1
7.3,5,46,4.84,1,73897.67,0
27.3,4,48,5.04,1,154390.8,1
0.2,2,26,7.82,2,35406.1,0
17.4,3,55,2.78,1,94926.42,1
26.8,4,50,4.78,1,157494.18,1
14.4,3,42,9.62,3,90056.44,0
9.5,1,52,9.57,1,58426.69,0
28.4,3,59,7.9,3,152014.93,1
25.6,1,53,4.48,1,116310.31,1
6.7,3,58,9.92,2,73945.8,0
13.2,2,58,9.18,2,81755.83,0
17.2,2,35,0.01,1,83149.61,0
25.9,4,50,0.05,1,130929.31,1
14.3,1,52,0.57,1,58270.57,0
27.5,4,58,7.38,1,155275.28,1
10.8,4,56,6.7,1,93426.8,1
10.1,3,28,0.74,1,64391.56,0
21.0,1,23,6.2,2,110907.9,1
9.3,4,22,5.33,3,70207.46,0
19.5,4,44,2.54,3,98479.58,1
20.0,2,40,3.56,2,107648.59,1
30.0,3,23,7.44,3,160898.16,1
25.5,4,50,8.77,1,138474.61,1
7.1,1,31,1.97,2,23665.24,0
17.6,1,38,0.06,1,78144.47,0
5.8,2,44,2.62,1,32428.1,0
2.5,2,44,3.77,1,20387.81,0
22.6,4,59,4.48,1,126333.43,1
2.9,5,21,4.44,3,55797.62,0
8.7,4,45,1.89,3,58194.37,0
2.0,2,51,5.7,2,36531.7,0
6.7,5,38,3.69,3,77712.01,0
22.3,4,35,0.55,2,106518.49,1
18.7,5,52,6.52,1,118871.86,1
26.9,2,40,1.16,2,119802.17,1
4.4,1,57,1.83,2,25753.56,0
24.2,1,57,3.69,3,110599.05,1
9.1,4,20,9.65,3,89214.18,0
29.7,2,34,2.2,1,138833.74,1
18.5,2,58,9.65,2,92299.43,1
2.4,4,53,6.77,2,61812.71,0
0.6,4,29,3.75,1,64606.47,0
14.4,2,27,6.94,1,84574.89,0
1.8,2,23,0.05,3,42313.86,0
11.8,1,23,4.94,1,64273.27,0
27.1,2,47,5.85,2,140759.51,1
12.6,4,53,9.64,2,102729.59,1
12.0,3,34,2.19,2,93379.15,1
14.9,2,53,2.54,3,88263.5,0
2.9,3,50,2.44,2,29565.93,0
3.1,2,52,2.97,3,30960.08,0
2.4,2,35,3.0,3,40823.28,0
14.7,5,49,7.8,3,101757.67,1
11.1,3,52,6.91,1,88503.95,0
8.4,3,55,3.07,3,44871.14,0
24.2,4,58,8.63,3,145116.11,1
25.5,3,46,2.78,2,129183.76,1
18.1,4,53,2.99,1,108807.88,1
29.1,1,44,0.24,2,127552.1,1
29.0,1,42,1.78,2,135056.05,1
19.3,2,44,9.59,2,112406.82,1
22.7,3,43,7.77,2,134823.0,1
7.4,5,53,3.15,2,71177.72,0
3.8,5,25,8.4,2,89103.48,0
12.3,2,31,9.13,1,74017.95,0
17.2,2,29,8.9,3,106513.75,1
5.6,3,20,7.41,2,69808.81,0
20.4,1,39,5.7,3,113778.38,1
7.6,5,33,0.35,2,79462.97,0
4.1,4,25,5.73,2,56206.73,0
13.1,4,24,7.23,3,101114.63,1
2.3,5,56,5.0,2,63743.58,0
4.2,4,40,0.25,3,46348.66,0
18.4,5,43,7.41,1,116727.69,1
10.8,3,21,6.67,2,74040.71,0
13.8,2,59,7.2,1,88689.31,0
7.3,3,34,5.69,3,62919.1,0
1.9,3,59,1.68,2,50770.06,0
19.7,1,47,8.07,3,100754.97,1
26.9,5,56,7.45,1,158782.38,1
28.1,3,39,6.05,2,123748.2,1
3.8,1,59,5.19,2,31220.03,0
19.5,2,43,2.12,2,102493.24,1
1.7,1,25,2.35,3,20000.0,0
5.6,3,49,8.95,3,50517.74,0
18.3,1,47,9.66,2,94595.77,1
17.2,3,43,9.81,2,120332.16,1
9.6,1,35,4.76,3,44933.58,0
13.8,4,37,0.03,1,60546.05,0
11.9,2,41,6.0,2,71569.53,0
28.3,3,29,4.11,1,147099.51,1
19.7,5,32,4.45,1,120526.66,1
15.3,2,58,3.65,1,79642.6,0
19.8,3,55,4.53,3,96061.84,1
16.6,1,44,9.77,1,83251.25,0
4.6,5,34,3.91,3,33349.39,0
7.3,3,43,9.25,1,83796.74,0
3.4,2,48,4.01,1,30706.43,0
19.5,5,32,5.56,3,136992.27,1
29.9,1,40,0.11,1,129017.76,1
8.1,2,56,3.4,3,55255.69,0
1.3,3,40,6.44,3,51498.88,0
12.3,5,33,1.32,1,97068.01,1
7.2,4,24,7.85,2,75346.45,0
15.3,2,43,1.68,1,59609.49,0
21.0,3,37,5.68,3,104553.57,1
25.7,1,57,3.36,3,116091.01,1
9.0,1,44,9.68,1,52709.35,0
11.3,2,33,8.06,1,64614.1,0
22.7,5,42,3.65,3,142222.59,1
13.9,4,52,2.87,2,88808.67,0
23.4,1,49,8.29,1,116712.31,1
10.2,3,52,3.9,3,57656.37,0
15.1,2,33,2.32,2,86091.78,0
11.0,3,42,4.95,2,68807.02,0
2.2,3,37,6.48,1,39874.17,0
0.2,2,26,4.51,3,20626.53,0
23.0,2,57,2.2,2,115026.27,1
3.9,5,38,2.97,2,59593.85,0
22.5,2,23,9.39,1,114969.83,1
26.7,3,33,5.45,1,141322.78,1
16.6,3,58,0.61,1,105052.18,1
3.2,2,52,9.98,2,36415.83,0
21.0,2,52,0.27,3,90899.98,0
12.8,4,41,1.08,3,68375.69,0
4.7,4,52,1.41,3,52312.55,0
6.2,4,59,7.62,2,61572.71,0
11.2,1,32,2.4,1,49247.13,0
17.9,3,56,5.04,3,96046.33,1
29.2,1,43,0.82,2,109751.71,1
21.5,2,35,3.78,2,119556.04,1
12.2,1,24,5.13,1,67316.64,0
9.8,4,31,7.88,3,88820.65,0
24.6,5,30,8.2,2,136089.44,1
26.8,5,31,8.48,3,157909.32,1
6.9,2,47,6.49,1,40092.99,0
0.3,5,26,9.96,3,68376.4,0
11.9,3,22,9.33,2,65041.11,0
21.8,2,39,6.27,2,132134.24,1
21.4,4,32,9.05,1,135832.08,1
28.8,2,37,5.93,1,142177.96,1
15.0,5,20,0.39,1,85848.87,0
13.4,4,21,7.65,2,101312.41,1
7.6,1,29,2.59,1,44097.28,0
11.9,3,28,2.79,3,60653.02,0
27.0,5,41,1.16,1,172866.03,1
29.6,1,25,3.52,1,124999.6,1
29.5,3,54,3.42,3,153616.45,1
10.7,4,29,4.68,1,76957.15,0
6.6,4,41,4.02,1,61089.36,0
24.9,5,45,8.55,1,165532.0,1
5.5,2,28,8.24,3,56532.11,0
13.7,4,59,6.54,3,95164.76,1
14.1,2,41,5.94,3,84574.8,0
6.8,4,38,7.65,3,67469.29,0
19.2,4,31,0.3,3,107036.27,1
25.4,5,53,4.61,3,160016.83,1
29.9,3,47,6.16,3,163705.97,1
27.3,3,56,2.19,2,135324.81,1
8.1,5,50,1.71,3,54099.33,0
24.0,5,46,4.09,1,137567.8,1
12.4,3,34,2.69,1,86026.11,0
2.1,5,25,5.76,2,50669.22,0
6.6,1,31,7.18,1,46067.66,0
14.6,3,50,5.66,3,95768.69,1
9.4,5,23,5.33,3,85539.23,0
17.6,1,34,8.21,2,101167.87,1
25.6,2,36,1.58,1,128892.54,1
27.3,1,58,7.19,3,125925.99,1
26.8,5,21,6.35,3,140726.18,1
3.0,5,30,7.25,2,54264.54,0
12.4,1,59,3.91,3,79837.87,0
1.0,2,33,1.76,2,31861.65,0
28.1,1,26,3.93,1,115513.14,1
13.1,1,40,0.45,3,38803.36,0
2.4,5,20,9.12,1,98417.19,1
0.6,3,41,7.91,1,34733.83,0
18.8,3,45,0.07,2,102849.3,1
25.0,1,36,5.07,1,132569.1,1
16.1,2,52,5.34,1,94792.0,1
28.9,3,24,4.45,1,136168.0,1
3.6,1,37,4.38,3,28853.51,0
0.9,4,33,0.19,1,47410.3,0
20.9,4,35,1.86,3,107544.48,1
26.9,4,24,7.65,3,159984.42,1
25.0,4,51,1.67,3,146817.72,1
1.9,1,41,7.44,2,20000.0,0
20.4,5,44,3.1,2,132619.72,1
26.1,1,54,9.99,2,136373.74,1
19.0,5,53,8.54,3,142245.63,1
7.4,3,50,3.25,2,62312.53,0
20.2,2,31,7.76,2,98277.99,1
15.5,5,21,7.38,1,124568.1,1
4.0,2,55,8.7,1,30209.8,0
7.9,4,37,4.47,1,73475.24,0
20.9,4,32,7.76,2,127681.67,1
6.8,2,48,0.34,2,55438.01,0
29.5,5,33,8.24,1,165713.87,1
11.6,1,36,1.71,2,54139.86,0
24.1,3,22,8.21,1,127453.01,1
27.9,2,39,3.04,3,132090.79,1
11.0,4,56,9.64,2,90577.25,0
18.2,1,28,3.03,3,83191.13,0
27.0,5,32,8.17,3,178141.68,1
28.3,1,31,9.97,3,143655.58,1
1.9,4,29,8.19,2,48171.59,0
7.5,1,36,2.83,1,33462.27,0
22.9,1,30,6.72,3,105441.2,1
7.0,4,48,1.53,3,68800.47,0
5.7,2,53,1.94,2,36175.83,0
10.9,2,40,6.26,1,67723.4,0
4.5,2,35,3.69,1,31443.74,0
21.7,1,57,9.04,3,106787.5,1
9.5,3,58,7.36,2,73293.28,0
10.4,3,36,9.34,3,72293.51,0
12.6,3,24,3.05,2,74948.33,0
20.3,5,41,6.95,3,127708.89,1
10.8,3,48,1.0,1,66480.39,0
3.8,5,34,3.59,1,97115.86,1
12.6,4,50,8.91,3,97793.62,1
0.5,2,49,4.98,2,20000.0,0
28.2,5,53,9.12,2,160385.26,1
26.6,1,51,2.31,3,97144.39,1
0.8,3,21,2.16,3,28042.42,0
4.7,1,36,2.88,1,29081.36,0
12.6,3,22,1.93,1,72134.34,0
28.5,3,27,9.5,2,141970.35,1
29.6,5,52,2.99,2,148669.19,1
4.5,5,24,5.59,3,78535.74,0
25.2,2,59,9.77,1,135308.44,1
24.6,3,24,9.57,2,146832.53,1
12.4,2,59,6.52,3,82042.44,0
4.5,4,46,6.42,3,43211.7,0
17.4,2,49,9.13,2,124683.46,1
7.8,5,27,3.81,3,74002.78,0
17.9,5,50,2.7,2,109682.6,1
23.9,1,51,9.88,3,135546.82,1
30.0,4,35,2.15,2,185098.4,1
21.9,2,23,9.48,3,117755.12,1
9.4,5,42,6.4,3,77524.28,0
4.3,5,36,1.32,3,55170.44,0
16.4,3,50,3.49,3,80378.42,0
18.5,2,26,2.45,2,77434.01,0
17.5,2,47,9.43,2,104309.17,1
10.4,1,56,9.82,3,59521.29,0
15.3,5,24,4.63,3,97221.1,1
7.5,3,40,9.31,2,69511.42,0
25.1,3,41,7.09,1,127360.22,1
6.5,1,30,8.05,3,34539.1,0
22.4,2,53,0.14,2,104792.0,1
26.6,5,43,7.27,1,157860.92,1
4.3,1,59,6.9,3,43121.57,0
6.7,5,43,0.58,2,66743.62,0
0.5,5,47,7.44,1,95337.25,1
12.1,3,25,7.58,2,95289.2,1
18.2,2,28,5.14,1,107135.11,1
2.9,5,27,6.67,1,74268.52,0
