advertising_spend,product_rating,category_score,discount,season_index,monthly_sales,bestseller
23157.37,2.54,1.01,17.41,0.7,40585.49,0
33923.84,4.09,7.18,40.86,0.16,28705.88,0
75963.17,1.88,1.27,26.33,0.91,87272.68,1
46455.57,2.56,9.77,24.2,0.31,105633.49,1
58160.02,2.01,6.32,21.67,0.08,94979.95,1
91407.46,2.83,3.62,43.82,0.38,73702.71,1
75783.03,1.46,2.54,26.74,0.22,86345.48,1
24592.7,3.26,6.72,9.6,0.61,52393.37,0
16154.91,1.61,0.76,5.65,0.17,1028.82,0
77076.17,3.82,1.66,30.54,0.04,83429.59,1
53283.12,3.73,9.95,30.59,0.23,33389.59,0
72579.38,3.28,9.17,49.75,0.22,79824.73,1
33469.57,1.35,7.72,24.76,0.9,79170.83,1
12232.3,3.42,8.72,49.77,0.66,54940.4,0
58430.07,1.43,7.85,31.4,0.03,65599.6,1
32657.32,3.04,9.2,23.54,0.68,58318.3,0
5803.18,3.08,1.93,36.71,0.39,23848.76,0
88610.3,4.51,3.83,32.95,0.33,97637.18,1
46226.05,4.45,3.69,24.47,0.4,75992.46,1
95478.86,4.93,8.75,49.77,0.72,69766.5,1
24615.25,3.32,9.94,3.0,0.26,38051.67,0
95332.42,2.01,8.43,22.29,0.84,107070.16,1
99948.51,2.01,4.3,27.31,0.69,84750.38,1
65086.44,4.34,6.06,13.07,0.06,55683.46,0
45309.48,1.48,4.57,48.11,0.21,14246.0,0
14896.46,3.88,6.28,22.78,0.5,43925.95,0
15421.42,2.83,5.66,23.43,0.82,79444.51,1
87867.57,4.9,9.95,30.05,0.73,108953.88,1
73801.62,3.17,3.02,7.71,0.24,69377.21,1
99549.6,2.74,7.01,23.57,0.59,121671.8,1
16681.54,2.52,6.54,0.02,0.48,59345.42,0
90970.85,2.01,0.32,46.61,0.58,71784.2,1
50344.2,1.58,8.71,47.59,0.58,53260.42,0
67243.62,1.1,6.56,7.45,0.98,71101.47,1
74482.67,3.02,1.29,7.99,0.25,68862.17,1
39697.37,4.32,0.09,6.05,0.52,55335.71,0
41641.79,4.28,9.46,23.01,0.38,87170.88,1
81039.79,3.74,8.64,15.77,0.78,105272.69,1
79656.15,2.02,6.98,37.58,0.22,66134.82,1
1017.73,2.31,7.79,4.47,0.24,13296.97,0
34808.81,4.72,3.94,3.68,0.76,47854.08,0
87506.66,4.43,2.72,42.45,0.69,80488.98,1
74018.39,4.81,4.75,31.57,0.09,59185.12,0
5075.4,1.49,0.07,38.75,0.6,19010.94,0
83385.11,1.26,1.41,49.79,0.25,61302.89,0
12917.22,1.9,9.06,19.63,0.18,56620.88,0
94367.39,3.72,6.71,23.63,0.11,118215.66,1
35882.1,2.52,0.53,15.75,0.22,42344.6,0
15310.48,2.39,7.86,10.12,0.19,68915.37,1
20593.93,3.86,3.71,28.86,0.29,53571.53,0
6410.89,1.65,5.7,11.43,0.12,39630.74,0
62525.86,2.76,3.35,36.74,0.38,83269.39,1
60948.12,1.56,8.76,30.84,0.84,101126.3,1
89771.0,4.58,3.65,42.48,0.31,115289.31,1
35261.38,2.16,9.54,34.1,0.72,74977.06,1
33782.23,1.8,4.16,40.7,0.52,39229.65,0
39119.09,2.05,0.22,38.69,0.22,19357.63,0
51551.56,4.55,0.68,37.22,0.11,53363.4,0
75246.21,2.2,2.76,39.04,0.47,74988.18,1
78771.14,1.14,3.47,14.25,0.32,65617.99,1
45972.85,1.69,7.91,17.54,0.48,79036.01,1
62463.35,4.73,4.22,26.0,0.21,88646.25,1
58944.82,1.8,7.89,34.96,0.34,78274.18,1
88802.71,1.19,5.97,46.14,0.74,57564.79,0
51052.19,1.94,7.66,38.78,0.1,71985.6,1
86952.68,1.18,4.01,43.7,0.11,92532.37,1
51001.05,2.69,9.29,29.63,0.88,71348.83,1
25539.63,2.65,3.48,8.7,0.36,71428.68,1
16075.63,3.59,1.37,15.23,0.21,24233.61,0
84184.53,2.86,2.68,6.7,0.49,113144.73,1
26615.2,2.37,5.91,49.04,0.99,35811.48,0
17331.97,1.82,0.88,24.58,0.91,1000.0,0
17368.3,2.89,8.39,15.32,0.09,28963.07,0
9742.03,4.02,6.92,4.84,0.3,43159.98,0
14255.48,4.33,4.86,17.75,0.32,18041.27,0
17152.1,3.28,7.57,4.08,0.57,43580.32,0
66121.37,1.8,3.07,20.72,0.74,48188.62,0
9458.25,4.13,7.66,16.26,0.36,61947.06,0
69712.74,4.01,3.14,46.87,0.69,63882.78,1
76442.3,2.63,9.83,31.05,0.75,99664.18,1
36416.46,3.16,3.76,18.57,0.99,36821.93,0
73974.88,2.54,2.47,12.29,0.48,72559.93,1
44765.9,1.93,6.44,31.49,0.4,53672.02,0
58953.43,3.85,7.1,31.86,0.42,76301.28,1
80925.32,2.27,4.43,49.48,0.77,85209.41,1
80789.79,3.93,3.69,33.05,0.09,80046.52,1
89826.22,2.2,9.32,39.45,0.66,91954.91,1
19906.58,1.46,2.9,25.84,0.56,26880.38,0
27522.53,3.11,2.1,3.2,0.42,41347.66,0
93965.63,2.43,5.53,40.83,0.65,92207.48,1
70375.45,1.46,5.62,22.94,0.14,67151.18,1
98632.87,1.34,5.05,25.67,0.44,105215.71,1
96855.39,4.16,5.63,0.76,0.63,134081.1,1
61424.14,1.13,6.81,48.37,0.12,50002.43,0
28822.8,4.97,1.77,31.46,0.46,64106.53,1
69545.04,3.83,6.48,6.48,0.68,83376.52,1
40007.0,1.01,3.91,7.38,0.08,14159.08,0
28568.9,1.11,1.64,15.03,0.93,41625.35,0
57496.14,2.74,7.04,29.37,0.21,39797.47,0
38182.13,2.72,8.85,20.77,0.94,71002.42,1
72348.06,2.91,3.76,5.89,0.66,133900.75,1
27454.66,4.69,3.55,49.18,0.58,73627.37,1
29278.99,1.3,9.39,27.09,0.52,42485.98,0
4948.43,1.75,9.02,6.24,0.21,29672.02,0
46268.8,3.16,8.15,30.08,0.5,77355.91,1
53276.3,2.03,3.68,44.31,0.79,53267.32,0
64919.64,1.79,7.28,22.61,0.69,70200.84,1
73703.32,2.01,6.19,42.05,0.55,59496.12,0
87351.77,4.58,8.3,10.2,0.87,148621.52,1
26774.76,2.62,2.0,25.27,0.98,49414.91,0
23119.05,2.24,8.74,35.8,0.41,67502.27,1
95540.97,3.01,7.18,44.77,0.2,69762.34,1
55858.82,4.88,8.9,18.12,0.45,81047.04,1
38783.78,3.4,4.33,25.47,0.2,72722.59,1
28595.12,1.2,5.82,32.28,0.96,64442.75,1
68276.32,2.71,9.09,5.26,0.06,102056.27,1
10527.45,3.32,9.56,18.35,0.09,53149.58,0
15175.23,4.83,7.48,45.78,0.61,2582.27,0
49343.51,1.89,5.1,38.18,0.06,62494.74,0
42170.69,1.22,7.81,3.32,0.52,43966.44,0
26470.22,1.31,2.78,25.4,0.47,30704.92,0
21257.58,1.99,6.35,16.53,0.08,23436.36,0
94946.17,4.1,1.25,29.33,0.28,101154.75,1
16177.88,4.31,2.79,2.66,0.23,24980.3,0
77348.39,4.65,4.4,6.1,0.9,69471.62,1
53818.38,1.49,4.36,21.5,0.88,36596.41,0
26782.69,3.31,9.96,38.4,0.59,13120.07,0
95927.7,2.78,0.43,31.7,0.5,105794.55,1
5790.35,2.32,6.54,45.1,0.8,35016.53,0
85211.46,2.58,2.16,9.58,0.76,63718.27,1
29741.5,1.82,9.03,31.93,0.33,60307.48,0
56588.73,4.76,1.62,31.59,0.29,75858.21,1
9501.52,4.82,5.57,25.03,0.74,38877.19,0
34630.05,4.87,1.4,38.35,0.16,1000.0,0
30008.72,1.28,4.17,5.29,0.92,71166.55,1
90236.73,3.44,5.23,26.99,0.03,71835.2,1
23223.95,1.03,7.57,8.73,0.35,13074.86,0
54345.51,3.17,4.94,17.36,0.01,50154.04,0
78443.25,3.99,3.01,42.05,0.7,115758.32,1
44346.95,3.96,2.71,47.35,0.13,70188.59,1
53548.65,3.62,4.96,31.0,0.95,35040.52,0
63360.01,3.72,2.48,42.82,0.05,95749.22,1
35835.97,4.4,2.4,34.95,0.54,62157.89,0
44144.17,4.64,1.37,41.64,1.0,66514.93,1
29664.61,2.13,8.86,47.77,0.63,27054.94,0
47020.03,1.4,4.88,17.98,0.73,54469.87,0
51411.05,2.1,8.78,13.6,0.51,90363.87,1
27856.51,3.64,5.19,37.37,0.9,44771.51,0
97966.69,4.92,5.74,30.59,0.74,89689.96,1
12305.46,3.73,6.28,32.12,0.68,48860.73,0
58374.46,1.34,2.56,23.56,0.02,62797.13,1
97321.02,4.14,2.16,8.37,0.44,118664.23,1
16326.94,2.26,9.0,32.56,0.86,79650.77,1
53319.77,4.12,0.61,4.87,0.02,56956.46,0
54406.67,4.35,8.85,46.55,0.16,92931.39,1
831.58,1.78,8.4,46.54,0.04,9565.89,0
19784.57,1.52,5.51,33.53,0.36,34650.55,0
81882.88,1.77,0.77,9.42,0.8,113180.14,1
12796.97,1.12,1.48,2.36,0.07,1000.0,0
85654.06,2.3,2.6,43.15,0.48,69527.79,1
89912.83,4.27,7.36,34.24,0.06,94430.05,1
85723.57,1.31,5.31,48.62,0.8,87828.02,1
90614.92,2.44,1.78,10.75,0.53,72007.51,1
27618.12,4.97,6.75,18.25,0.09,20766.52,0
33432.78,4.9,0.69,10.88,0.04,12896.44,0
98614.21,3.2,9.86,48.37,0.39,119028.13,1
56467.17,2.11,7.23,37.31,0.47,91336.4,1
57350.57,2.66,8.36,7.94,0.44,61676.27,0
99968.16,4.02,9.73,35.36,0.5,115033.39,1
6852.02,3.31,7.05,2.74,0.35,64400.69,1
24188.99,4.39,9.7,0.39,0.46,51154.74,0
63831.91,3.27,7.44,46.27,0.1,58906.46,0
29920.61,1.57,7.06,32.64,0.08,49247.06,0
49918.63,4.5,7.98,9.1,0.61,105539.4,1
58219.27,4.35,6.92,10.48,0.33,65750.97,1
12635.64,1.88,4.29,19.96,0.66,25641.44,0
22219.7,4.42,0.61,36.62,0.34,12113.19,0
44645.59,1.14,0.28,22.91,0.47,11679.86,0
95363.62,1.65,5.58,45.8,0.18,75517.82,1
45921.47,3.48,9.54,17.8,0.74,103670.42,1
27865.61,3.88,7.61,11.39,0.42,27780.42,0
34294.63,1.5,9.23,25.62,0.62,31417.55,0
76070.62,1.25,5.83,28.8,0.21,59932.35,0
70285.89,4.67,6.14,22.16,0.54,85550.13,1
20829.58,2.97,9.48,14.04,0.37,68821.0,1
23908.38,3.24,1.45,48.32,0.54,9856.17,0
99424.83,3.89,4.42,3.37,0.83,132692.04,1
47134.95,1.03,5.33,37.69,0.74,15536.55,0
98331.91,2.36,8.0,6.65,0.64,124611.8,1
42360.74,2.21,4.91,33.09,0.26,33711.47,0
30702.31,4.32,8.63,1.4,0.78,60876.81,0
34889.79,1.83,6.15,9.32,0.93,58046.01,0
67850.2,1.1,1.05,2.64,0.09,43229.76,0
91363.01,4.2,3.52,35.88,0.98,97830.33,1
51370.99,2.08,1.36,9.07,0.0,65500.21,1
32072.14,3.34,6.6,2.24,0.05,26223.67,0
3592.64,3.82,2.92,15.47,0.36,18689.71,0
75706.04,4.95,8.13,35.93,0.6,82277.1,1
57776.53,2.66,0.27,27.1,0.77,96735.81,1
13367.1,3.85,7.85,43.84,0.46,63715.55,1
55557.5,4.24,1.92,45.38,0.57,64467.08,1
54501.27,1.18,2.9,7.43,0.65,72713.65,1
60776.33,4.13,9.89,34.37,0.53,70611.54,1
49562.68,2.87,0.58,40.68,0.66,48162.89,0
96851.79,2.59,1.24,49.45,0.25,100930.95,1
68388.03,2.88,4.19,45.9,0.48,60450.01,0
15071.53,3.29,9.5,10.87,0.66,48818.01,0
49878.99,2.8,1.03,10.34,0.65,19901.3,0
32689.03,2.76,8.48,1.33,0.87,97336.79,1
73907.27,1.99,9.73,15.53,0.09,73366.01,1
60325.3,2.89,5.02,42.48,0.38,85707.99,1
17005.6,2.02,7.77,6.26,0.09,1000.0,0
86072.47,1.3,6.6,46.0,0.27,66014.8,1
52379.42,2.03,7.04,38.22,0.45,66430.3,1
25300.94,2.43,6.81,19.46,0.03,57393.21,0
93486.26,1.47,7.04,8.75,0.16,94412.75,1
13301.65,3.86,6.98,37.81,0.5,62310.49,0
36778.73,4.69,0.97,41.14,0.82,41791.46,0
75218.32,1.58,6.31,1.19,0.43,118465.21,1
91939.34,2.56,6.47,7.01,0.09,82346.49,1
32683.92,4.7,7.41,39.76,0.32,47609.33,0
11370.09,1.53,2.17,40.03,0.21,1000.0,0
26115.37,4.4,6.49,18.05,0.02,60440.3,0
69896.97,2.99,2.0,11.19,0.86,33467.94,0
39536.39,4.36,0.07,38.3,0.3,76441.38,1
46430.71,4.65,3.3,9.95,0.72,101756.34,1
43027.9,3.25,4.87,41.82,0.41,55782.33,0
79304.78,4.14,4.57,39.61,0.68,59534.31,0
2180.71,1.39,7.98,13.81,0.59,6092.88,0
17737.61,3.52,1.37,0.47,0.04,58494.89,0
24728.46,1.79,8.26,18.65,0.75,100084.97,1
23024.86,2.13,8.08,14.58,0.3,32108.39,0
27280.15,2.29,2.62,40.29,0.97,53232.58,0
66594.81,1.41,9.21,24.06,0.02,91974.03,1
5948.17,1.67,5.14,47.64,0.76,16876.03,0
34445.93,1.11,3.87,12.24,0.72,60785.32,0
77841.42,1.82,8.31,42.01,0.52,100997.59,1
62495.61,3.69,4.36,17.59,0.11,59987.2,0
72941.12,2.72,5.97,3.93,0.47,95128.57,1
14089.57,4.7,7.65,20.36,0.6,18858.63,0
87266.05,3.68,4.47,26.34,0.11,79413.62,1
76764.08,1.86,7.48,32.43,0.12,66905.42,1
63669.83,1.55,4.39,48.99,0.79,33762.26,0
63394.87,4.37,6.47,35.69,0.27,95919.07,1
55555.52,4.26,1.23,14.86,0.19,56895.68,0
26064.89,4.58,0.7,35.49,0.9,32708.83,0
34503.93,2.05,7.15,18.08,0.65,86124.08,1
68756.53,1.28,5.51,12.93,0.76,79109.53,1
21081.84,2.11,1.33,23.26,0.25,59157.06,0
25181.7,1.9,3.07,47.38,0.61,11079.77,0
86033.82,1.58,0.96,6.86,0.46,99435.82,1
37403.19,1.83,8.36,27.04,0.71,72191.84,1
42766.67,3.27,3.86,31.28,0.62,34993.36,0
94766.98,2.49,2.5,1.46,0.26,135740.1,1
49619.31,2.03,4.68,19.44,0.67,65868.3,1
33827.58,1.89,7.39,14.68,0.69,60981.38,0
60076.67,3.63,4.96,39.0,0.19,83525.22,1
67807.16,2.98,7.28,7.83,0.09,101847.73,1
88413.23,3.6,6.11,19.21,0.97,117451.16,1
74022.28,4.1,1.37,15.73,0.98,91830.0,1
69819.82,4.44,3.08,45.23,0.96,90883.76,1
4217.04,2.66,6.23,30.7,0.8,24737.93,0
66707.23,3.62,8.56,0.84,0.38,88401.61,1
25076.85,1.79,6.69,20.11,0.66,48365.58,0
33146.87,4.76,1.52,22.37,0.02,50929.29,0
6312.24,2.8,1.83,23.21,0.2,7683.57,0
68446.84,4.41,9.29,40.01,0.42,74659.75,1
87556.04,2.11,9.39,32.85,0.71,104058.4,1
42511.33,3.91,7.55,13.41,0.34,92136.76,1
95208.22,3.76,4.54,2.82,0.69,104845.45,1
81240.75,1.59,6.0,30.59,0.28,79969.47,1
14729.86,2.92,2.1,38.09,0.44,66776.5,1
91641.78,1.76,8.91,47.93,0.86,111092.69,1
50696.16,3.63,8.99,42.63,0.04,58895.67,0
98897.99,4.57,6.5,37.56,0.35,103249.7,1
2174.72,2.86,9.2,34.45,0.82,55097.6,0
79777.6,1.6,3.78,31.17,0.59,89994.85,1
40690.91,2.19,1.26,16.36,0.66,44052.46,0
49710.47,1.27,8.03,35.95,0.84,87427.67,1
88430.35,1.65,7.79,10.08,0.49,117599.93,1
75436.24,4.99,8.56,25.41,0.47,115181.97,1
12582.11,3.38,7.71,39.16,0.34,11619.49,0
87193.84,3.22,6.87,4.12,0.61,100220.67,1
47018.5,1.87,5.7,17.81,0.66,71054.72,1
43699.72,2.96,6.09,9.74,0.26,51709.26,0
64222.99,3.77,7.95,26.11,0.74,78602.95,1
21445.26,4.03,7.57,6.81,0.76,64299.1,1
37260.67,3.97,5.38,15.74,0.2,81971.92,1
31992.95,4.67,5.42,41.26,0.45,33713.25,0
81206.72,1.8,5.42,28.54,0.43,74400.78,1
6599.03,4.65,1.78,38.22,0.71,18538.72,0
78959.22,1.98,6.88,34.34,0.22,52124.29,0
8471.27,3.13,4.4,37.84,0.36,71029.57,1
61438.18,1.12,4.35,1.7,0.04,70233.58,1
22694.29,2.61,0.98,47.41,0.77,57379.69,0
17450.3,4.5,8.62,36.66,0.35,53751.69,0
39517.35,4.89,9.05,19.37,0.03,78290.5,1
5502.02,4.75,5.76,12.42,0.15,45802.06,0
94864.25,3.24,4.95,20.16,0.08,131994.1,1
92618.74,3.89,5.01,6.54,0.32,128306.0,1
3315.75,4.39,6.41,41.71,0.02,1000.0,0
76990.12,2.62,7.6,20.43,0.11,94230.0,1
76092.93,3.07,4.48,46.01,0.36,98626.8,1
14383.83,3.16,4.31,22.61,0.84,4741.73,0
63408.32,3.21,6.43,28.5,0.67,100368.35,1
98749.5,1.68,3.97,35.59,0.89,103418.52,1
49100.89,3.55,3.22,18.15,0.83,20423.73,0
3114.93,4.97,5.92,19.15,0.46,1000.0,0
5852.69,4.57,7.6,22.67,0.89,36573.84,0
13216.75,3.09,3.63,29.32,0.49,31516.61,0
35464.25,3.84,6.19,6.46,0.64,58005.15,0
71142.55,3.31,8.95,38.34,0.6,83235.48,1
1277.62,3.34,5.19,32.07,0.62,10340.6,0
43068.46,2.48,1.92,17.6,0.49,56465.06,0
23141.18,4.57,1.24,10.7,0.78,57582.15,0
56878.94,4.16,7.67,7.49,0.44,107495.24,1
69349.78,3.39,5.1,1.92,0.23,67239.14,1
47306.17,1.8,4.18,26.03,0.08,51779.67,0
82185.4,4.72,6.28,20.89,0.5,92733.4,1
77971.29,1.93,9.13,31.33,0.61,108080.88,1
15099.71,4.54,4.82,8.11,0.08,40675.41,0
26185.81,2.21,0.64,7.57,0.38,48236.66,0
76686.33,2.23,4.83,2.28,0.77,89021.47,1
86665.94,1.03,7.2,27.18,0.42,108463.07,1
29328.91,3.04,1.45,30.14,0.78,35589.96,0
3187.09,3.61,4.42,2.55,0.55,16718.79,0
73471.79,1.73,5.44,23.53,0.81,95492.37,1
46394.09,2.05,9.04,44.29,0.24,39353.27,0
24515.91,1.32,4.81,10.59,0.98,77899.52,1
33413.86,4.12,1.9,4.91,0.86,61218.76,0
87814.05,3.54,4.97,24.87,0.34,111339.36,1
19533.26,4.93,8.39,33.52,0.97,31702.95,0
7315.8,1.07,0.29,16.95,0.33,22081.48,0
39275.26,3.38,7.33,41.95,0.77,60846.66,0
5323.21,3.51,7.99,40.12,0.87,54739.62,0
54512.79,4.12,4.5,4.13,0.11,58104.17,0
52893.19,3.45,8.74,41.17,0.85,112898.25,1
7907.66,3.56,7.84,31.04,0.51,47375.15,0
2929.02,4.9,6.8,24.23,0.79,31732.15,0
34700.85,3.0,6.19,16.05,0.6,70423.16,1
33947.94,1.67,4.87,24.56,0.69,41395.24,0
80176.98,1.92,2.43,10.87,0.27,77874.93,1
95626.11,3.84,5.39,9.09,0.46,86060.56,1
46974.14,1.5,6.36,9.82,0.59,76462.71,1
83193.48,4.3,1.45,18.98,0.38,99124.61,1
2447.66,2.22,8.17,11.04,0.2,5408.82,0
63178.22,3.2,2.01,44.41,0.34,79555.14,1
32143.39,2.41,3.76,15.71,0.47,63514.94,1
45932.26,2.88,3.57,32.27,0.8,49540.81,0
25678.69,2.15,4.76,12.51,0.52,1000.0,0
76677.55,3.34,8.26,9.86,0.14,79475.61,1
50272.31,4.34,8.71,7.65,0.87,113754.78,1
98186.31,4.93,9.19,23.88,0.89,125547.84,1
25986.43,4.67,2.11,43.44,0.68,28255.91,0
40865.67,2.29,7.28,17.5,0.27,76312.69,1
79779.23,4.89,7.73,41.43,0.46,63134.9,1
65742.54,3.89,6.49,20.73,0.0,48564.95,0
67609.25,3.64,0.91,32.45,0.75,32872.68,0
48890.82,2.65,5.1,13.63,0.27,45528.53,0
30553.61,3.52,6.51,24.3,0.62,34277.96,0
48374.58,2.54,9.31,42.81,0.9,96622.61,1
34566.05,4.39,1.49,31.97,0.32,49647.11,0
30767.94,2.38,4.15,30.89,0.86,9399.87,0
23025.48,3.9,2.83,15.5,0.13,64914.88,1
19479.33,4.72,0.94,0.37,0.65,13072.32,0
32308.3,1.66,6.72,40.77,0.08,30801.82,0
39388.45,1.67,1.43,41.32,0.07,1000.0,0
39902.36,3.09,9.03,20.68,0.1,67416.52,1
62079.7,3.14,5.59,17.92,0.54,79062.3,1
3045.4,1.14,4.2,9.17,0.55,20338.84,0
12309.14,3.19,6.47,0.77,0.34,56905.8,0
76704.05,4.26,2.75,10.82,0.46,82489.7,1
93426.27,4.3,0.76,8.21,0.75,84213.07,1
28187.88,4.0,2.56,20.4,0.33,32823.38,0
11984.9,2.36,1.85,43.69,0.95,48292.54,0
66271.94,3.16,2.1,7.91,0.9,83826.83,1
48436.66,5.0,9.02,5.95,0.52,81977.08,1
4478.51,3.29,9.45,8.2,0.85,79803.74,1
98481.32,4.88,0.3,41.06,0.55,124575.44,1
35430.89,2.69,3.97,5.89,0.14,63271.97,1
58061.39,4.82,7.36,14.27,0.73,55553.77,0
62118.36,4.83,4.74,36.12,0.79,69338.68,1
839.04,3.67,9.41,0.83,0.73,47023.9,0
53186.07,2.79,4.84,15.87,0.4,62159.96,0
55769.26,2.91,7.8,5.61,0.43,70085.66,1
22930.93,4.07,2.6,3.2,0.6,88054.3,1
80571.66,4.19,4.8,17.74,0.04,95676.43,1
97606.74,4.68,9.48,48.67,0.5,127522.48,1
14516.23,4.89,2.34,17.39,0.26,17060.94,0
9161.87,1.32,2.34,27.75,0.37,9637.01,0
29112.72,4.47,3.75,16.25,0.31,77450.98,1
53377.89,3.22,5.16,46.04,0.34,58952.47,0
3039.43,2.53,8.97,21.4,0.29,28506.49,0
48575.79,4.65,0.68,48.7,0.79,67902.92,1
44981.73,2.4,2.15,45.43,0.06,21747.35,0
54042.9,3.65,0.4,33.94,0.07,32764.95,0
13927.83,3.2,0.27,45.59,0.63,51397.51,0
86843.01,2.0,2.06,48.69,0.26,62749.15,0
50143.89,1.72,9.24,43.54,0.26,29941.52,0
50644.36,2.42,5.43,9.22,0.21,77724.61,1
44650.66,3.22,2.91,14.9,0.88,64111.87,1
2554.87,2.17,0.57,19.77,0.34,2418.84,0
95779.21,4.79,7.21,13.67,0.14,72976.39,1
24447.82,4.44,5.67,28.96,0.69,49378.47,0
47586.91,3.0,6.83,6.45,0.47,74611.34,1
91461.96,3.0,5.1,8.7,0.58,73057.66,1
36240.66,4.67,5.73,27.5,0.93,76100.78,1
47274.48,3.82,4.11,44.47,0.5,69938.68,1
98141.42,3.75,5.18,9.0,0.46,120163.77,1
89425.53,4.09,3.97,27.11,0.35,101046.31,1
57342.31,3.69,5.75,1.14,0.82,98238.26,1
4537.89,3.95,2.81,6.54,0.79,47175.59,0
44340.31,2.99,0.16,23.27,0.97,35796.23,0
68602.75,1.99,5.06,17.98,0.73,77317.68,1
56415.49,4.48,0.28,8.08,0.78,88779.58,1
17476.5,3.33,6.36,40.19,0.14,70164.11,1
74259.98,3.8,2.58,7.57,0.02,69285.38,1
44875.62,1.84,6.52,11.29,0.01,44525.88,0
45013.45,4.5,8.99,22.84,0.46,83702.07,1
19146.65,2.23,3.22,25.02,0.23,1000.0,0
96013.56,1.17,7.93,14.26,0.72,87014.84,1
19130.61,4.71,8.67,24.4,0.73,36658.91,0
87434.37,3.39,5.08,18.95,0.16,60213.08,0
13119.03,1.26,8.08,44.7,0.2,36484.48,0
87406.14,4.99,3.82,6.74,0.95,114189.7,1
589.45,4.0,4.57,33.28,0.31,4397.95,0
55742.45,2.66,8.89,24.44,0.96,76306.7,1
83326.18,3.24,0.22,42.0,0.51,47157.47,0
39406.04,3.06,0.44,2.03,0.49,53355.71,0
52315.93,1.88,1.57,15.77,0.83,42955.27,0
77096.45,1.17,0.12,11.25,0.84,72404.14,1
97579.26,4.0,9.65,20.99,0.23,103903.77,1
31216.18,2.34,0.75,9.57,0.5,17167.34,0
21141.19,1.63,9.92,12.98,0.96,29447.55,0
20672.93,3.15,0.67,48.79,0.52,38846.28,0
62548.64,1.81,4.77,24.39,0.37,66385.66,1
93695.29,4.55,0.7,16.77,0.2,64262.78,1
8776.16,3.99,0.73,40.02,0.51,30679.68,0
73854.84,2.6,5.89,26.1,0.19,96436.49,1
43424.05,1.36,3.84,14.28,0.16,46418.5,0
11549.05,4.17,4.23,2.43,0.12,49600.06,0
40212.29,1.96,6.25,38.87,0.24,95974.36,1
69601.42,1.94,9.99,10.83,0.35,53591.78,0
55533.04,3.32,3.44,26.41,0.49,11424.39,0
1660.29,3.03,1.43,12.58,0.62,28214.48,0
98974.42,3.31,3.4,11.0,0.25,98242.6,1
3594.86,3.42,8.07,41.31,0.85,27068.74,0
84891.79,2.84,10.0,34.17,0.0,82911.19,1
73700.35,1.65,6.64,3.24,0.35,75685.47,1
44364.89,4.5,9.35,32.04,0.42,53180.89,0
95558.56,2.39,3.96,33.27,0.1,75086.02,1
19610.04,4.81,8.93,18.69,0.4,62202.14,0
43901.43,4.87,2.4,27.9,0.87,43509.36,0
20385.1,1.35,9.43,39.44,0.59,77987.14,1
20973.12,1.62,3.03,28.04,0.03,1000.0,0
55747.69,1.45,4.49,28.36,0.66,25025.46,0
14623.01,2.18,5.47,23.7,0.57,39757.78,0
37883.48,2.74,5.44,8.56,0.64,42260.23,0
24543.64,1.73,2.36,47.17,0.24,29352.38,0
62135.5,3.96,2.28,44.95,0.37,56628.28,0
21080.35,1.19,2.4,49.59,0.76,1000.0,0
38933.45,1.85,7.96,12.1,0.16,53204.64,0
63336.73,2.42,2.83,28.6,0.24,72773.81,1
91292.21,2.96,5.59,42.36,0.73,95541.78,1
22366.16,4.08,2.29,6.19,0.47,62866.87,1
1580.8,3.27,4.08,8.68,0.21,15921.16,0
76632.37,4.61,2.72,29.64,0.9,91545.43,1
69563.7,1.42,2.8,24.44,0.29,67239.14,1
80952.63,1.06,2.56,46.29,0.72,56797.64,0
54525.49,2.31,8.25,48.94,0.54,74152.4,1
51543.85,3.13,6.33,13.6,0.09,38538.57,0
65874.56,4.58,9.97,48.03,0.87,83341.84,1
28047.21,3.01,6.63,34.93,0.71,48682.29,0
52477.11,2.71,3.01,23.63,0.07,67844.23,1
93038.01,3.92,4.17,41.56,0.91,94708.78,1
96015.8,1.2,7.68,21.03,0.64,82516.72,1
70799.21,2.4,0.05,25.81,0.26,70093.13,1
18178.3,4.76,1.19,44.43,0.94,33947.11,0
92645.27,3.44,0.76,46.43,0.14,65986.64,1
99466.08,1.54,0.23,12.11,0.05,70499.52,1
60220.84,3.63,6.58,42.91,0.31,70408.35,1
40196.64,4.62,9.48,37.01,0.97,83316.91,1
612.15,2.4,1.86,22.51,0.82,1000.0,0
11474.52,4.55,3.53,19.93,0.55,51971.31,0
35478.1,3.95,6.85,47.07,0.03,19974.71,0
57422.14,3.27,1.5,2.46,0.88,48440.47,0
78598.87,3.95,0.98,49.68,0.18,85049.74,1
50397.14,3.96,0.54,48.51,0.86,31583.22,0
93796.08,2.27,3.25,0.47,0.77,75869.38,1
29173.72,3.09,5.04,17.22,0.12,41385.15,0
30110.19,3.57,7.44,21.19,0.26,54118.65,0
71747.96,3.31,7.71,34.71,0.77,78948.81,1
63327.61,4.24,3.08,40.5,0.1,66891.82,1
28217.29,4.09,1.99,20.63,0.07,48586.43,0
4438.1,1.96,8.3,32.66,0.67,23298.8,0
98013.55,1.91,2.41,18.9,0.49,112816.82,1
27313.3,3.88,7.87,1.26,0.11,33594.21,0
74488.38,2.68,1.78,29.63,0.13,54876.36,0
